2hv6_A	_0_b_7_i_4_e_3_c_3_l	_3_c_7_i_7_d_1_f_4_j	0.630
3lbf_D	_0_b_7_i_0_-_4_e_3_c_3_l_2_D_0_-_0_-_2_D	_2_b_16_i_8_C_5_f_5_D_2_k_5_D_2_b_2_b_2_E	0.418
4dqa_A	_7_i_4_e_3_c_3_l_0_-_2_D_2_D	_4_j_0_-_7_b_0_B_3_C_9_D_9_D	0.391
6k7s_B	_0_b_7_i_4_e_3_c_0_-_3_l_2_D_0_-_2_D	_1_b_11_j_5_d_12_e_14_f_18_j_7_B_6_b_6_H	0.500
1b56_A	_0_b_0_-_7_i_4_e_3_c_3_l_2_D_2_D	_0_c_1_F_3_g_3_h_0_-_0_-_3_F_2_F	0.384
1ah7_A	_0_b_0_-_7_i_4_e_3_c_3_l	_0_b_1_l_6_h_1_i_13_b_16_m	0.500
2qwv_A	_4_e_3_c_0_-_0_-_3_l_2_D_2_D	_2_e_8_d_14_G_5_E_7_k_7_D_2_C	0.500
3ay7_B	_0_b_7_i_4_e_3_c_3_l_2_D_0_-_0_-_2_D	_9_b_2_g_0_-_0_-_5_l_5_D_2_b_7_p_2_F	0.504
2fo1_E	_0_b_7_i_0_-_4_e_0_-_3_c_3_l	_24_e_10_j_16_c_2_e_16_f_10_d_21_j	0.415
2cu9_A	_0_b_7_i_4_e_3_c_3_l_2_D_2_D	_4_b_0_-_2_c_6_b_0_-_0_D_5_C	0.499
1zlq_A	_7_i_4_e_3_c_3_l_2_D_2_D	_13_j_2_c_4_c_0_-_0_E_4_E	0.633
2wdz_A	_0_b_7_i_4_e_3_c_3_l_2_D_0_-_0_-_2_D	_9_b_2_g_0_-_0_-_5_l_2_E_2_b_9_p_1_G	0.441
3exr_A	_7_i_0_-_4_e_0_-_3_c_3_l_2_D_0_-_2_D	_4_k_5_D_6_h_4_D_2_e_5_k_2_D_4_f_6_C	0.401
2zpt_X	_0_b_0_-_7_i_4_e_3_c_3_l	_0_e_1_j_6_i_2_e_29_c_2_l	0.647
1a87_A	_0_b_0_-_7_i_4_e_3_c_3_l	_3_b_3_j_8_j_3_h_3_b_4_l	0.585
2ibd_A	_0_b_7_i_4_e_0_-_3_c_3_l	_2_b_3_l_2_f_9_j_2_c_9_k	0.493
6mtj_B	_0_b_7_i_0_-_4_e_3_c_3_l	_0_c_3_g_11_q_24_c_4_f_4_o	0.407
1j1i_A	_0_b_0_-_7_i_4_e_3_c_3_l_0_-_2_D_0_-_2_D	_1_b_0_F_12_j_8_j_0_-_1_m_6_c_6_E_7_i_3_E	0.443
2rih_A	_0_b_0_-_7_i_0_-_0_-_4_e_3_c_0_-_3_l_2_D_2_D	_0_c_5_C_4_j_3_E_2_I_0_h_9_b_5_B_4_j_3_D_5_E	0.371
5dvx_B	_0_b_0_-_7_i_4_e_0_-_3_c_3_l_2_D_2_D	_5_c_6_I_5_f_3_b_5_C_4_c_0_-_7_F_7_G	0.360
1nkq_A	_0_b_0_-_0_-_7_i_4_e_0_-_3_c_3_l_2_D_2_D	_1_b_0_G_2_A_0_i_4_d_9_A_0_f_0_-_7_F_2_F	0.445
1gd8_A	_7_i_4_e_3_c_3_l_2_D_2_D	_2_i_3_e_5_b_0_-_8_H_6_F	0.513
4ex9_A	_7_i_0_-_4_e_3_c_3_l_2_D_2_D	_1_g_4_D_1_d_0_-_3_j_4_G_2_C	0.480
5ls0_B	_0_b_7_i_4_e_3_c_0_-_0_-_3_l	_11_b_2_k_0_-_2_b_3_B_3_A_0_l	0.403
2zej_A	_0_b_0_-_7_i_0_-_4_e_3_c_0_-_3_l	_0_b_1_d_2_h_4_F_1_b_2_e_15_F_7_l	0.360
6ih6_D	_7_i_0_-_4_e_0_-_3_c_0_-_3_l_0_-_2_D_0_-_2_D	_9_g_4_C_7_e_5_C_9_e_3_B_6_l_2_h_19_D_3_k_2_D	0.403
3gju_A	_0_b_0_-_7_i_0_-_4_e_0_-_3_c_0_-_0_-_3_l_0_-_2_D_2_D	_6_b_0_E_15_j_3_D_12_d_5_C_1_b_7_D_1_k_12_l_2_n_5_E_3_D	0.370
2rao_A	_0_b_7_i_4_e_3_c_3_l	_1_e_10_m_2_f_1_c_11_m	0.512
5fm1_B	_7_i_4_e_3_c_3_l_2_D_2_D	_7_j_4_l_0_-_4_m_18_D_12_D	0.598
5kwb_A	_0_b_0_-_0_-_7_i_4_e_0_-_3_c_3_l_2_D_0_-_2_D	_3_b_4_A_1_G_2_f_6_d_9_H_0_b_0_-_1_B_5_d_11_D	0.363
4f1n_A	_0_b_7_i_0_-_4_e_3_c_3_l_2_D_2_D	_3_b_10_c_0_I_0_d_9_e_2_l_5_C_3_C	0.639
3j16_B	_0_b_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_6_c_6_h_4_j_3_c_7_k_4_D_7_l_4_D	0.640
1ox0_A	_7_i_0_-_0_-_4_e_3_c_3_l_0_-_2_D	_5_i_4_B_12_B_6_c_2_d_3_l_9_b_0_E	0.456
1g5h_D	_7_i_4_e_3_c_3_l_2_D_2_D	_0_g_7_c_1_e_7_l_7_B_5_A	0.667
5hei_A	_0_b_0_-_7_i_4_e_0_-_0_-_3_c_3_l_2_D	_3_b_3_E_2_i_4_d_2_G_1_h_6_b_2_p_3_D	0.395
1n28_A	_7_i_4_e_3_c_3_l_2_D_2_D	_0_j_0_-_3_d_17_m_11_A_6_A	0.462
1itz_A	_0_b_7_i_4_e_0_-_0_-_3_c_3_l_2_D_0_-_0_-_2_D	_13_b_6_j_10_f_2_o_1_j_6_c_12_l_3_D_3_c_25_j_6_F	0.468
3eph_A	_0_b_0_-_7_i_4_e_3_c_3_l_2_D_2_D	_5_b_4_D_13_i_11_f_1_b_1_b_6_G_5_D	0.560
6w1s_Z	_0_b_7_i_4_e_3_c_3_l	_1_b_1_k_12_f_3_g_1_l	0.655
2a5j_A	_0_b_7_i_4_e_0_-_3_c_3_l_2_D_0_-_0_-_2_D	_4_b_0_-_5_c_4_F_3_d_1_j_5_F_4_b_4_j_2_D	0.440
4xgc_B	_0_b_7_i_0_-_4_e_3_c_3_l_0_-_0_-_2_D_2_D	_5_b_3_e_2_C_9_d_8_i_2_l_9_i_6_k_4_C_2_C	0.428
2phl_A	_0_b_7_i_4_e_3_c_0_-_3_l_2_D_2_D	_9_c_2_g_0_-_3_c_14_B_5_h_3_C_2_G	0.464
4usc_A	_0_b_7_i_0_-_4_e_3_c_0_-_3_l	_0_f_15_i_11_B_11_f_6_f_2_j_1_l	0.380
1w7b_A	_0_b_7_i_4_e_3_c_3_l	_3_g_2_j_2_j_7_i_2_k	0.376
5k24_A	_7_i_4_e_3_c_0_-_3_l_2_D	_8_j_1_E_8_c_4_C_10_m_4_D	0.438
1eb6_A	_0_b_0_-_0_-_7_i_4_e_3_c_3_l	_0_b_1_C_1_e_12_i_16_d_3_d_2_k	0.528
3uc1_A	_0_b_7_i_4_e_3_c_3_l_2_D_2_D	_0_b_10_A_0_-_0_c_0_-_8_F_7_E	0.358
6v5m_A	_7_i_0_-_4_e_3_c_0_-_3_l_0_-_2_D_2_D	_5_i_8_D_5_c_2_e_3_D_0_h_7_B_7_C_2_C	0.377
3k8p_C	_0_b_7_i_4_e_3_c_3_l	_8_c_6_i_2_c_3_b_3_m	0.729
1hcu_A	_0_b_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_0_c_5_j_0_-_3_b_3_o_9_B_5_A_4_B	0.459
1mqt_C	_0_b_7_i_4_e_0_-_0_-_3_c_3_l_2_D_2_D	_8_b_0_-_1_c_1_B_8_E_12_e_0_-_2_D_2_F	0.437
1y7u_A	_0_b_7_i_4_e_3_c_3_l_2_D_2_D	_2_b_0_-_8_e_3_h_0_-_2_C_15_G	0.412
2iuj_A	_0_b_0_-_0_-_7_i_4_e_0_-_3_c_0_-_3_l_2_D_0_-_2_D	_6_b_1_f_5_h_10_i_5_e_24_b_9_e_11_A_35_e_3_B_7_g_10_D	0.370
1vgk_A	_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_1_g_5_i_1_c_0_-_6_G_4_J_4_E	0.473
1aui_A	_7_i_0_-_4_e_3_c_3_l_2_D_2_D	_10_k_4_B_7_e_2_g_2_j_5_C_3_C	0.519
1q1r_A	_7_i_0_-_4_e_3_c_3_l_2_D_2_D	_3_j_5_D_10_c_10_b_4_e_2_C_4_D	0.532
2g9n_A	_0_b_0_-_7_i_0_-_0_-_0_-_4_e_3_c_3_l_2_D_2_D	_0_b_4_i_5_i_4_C_7_i_8_C_3_f_2_d_0_-_6_C_16_C	0.397
5opt_a	_7_i_4_e_3_c_3_l_2_D_2_D	_0_k_2_A_1_c_7_j_4_B_9_C	0.497
1nnl_B	_7_i_4_e_0_-_0_-_0_-_3_c_3_l_2_D_0_-_2_D	_0_i_4_b_0_C_1_B_5_C_4_b_3_k_4_D_2_d_6_D	0.373
6tmf_L	_0_b_7_i_4_e_3_c_0_-_3_l	_0_b_3_k_0_-_1_c_2_F_4_n	0.490
2gyk_B	_0_b_7_i_4_e_0_-_3_c_3_l_2_D	_4_b_2_g_8_b_8_C_3_b_6_b_0_C	0.460
1zba_3	_0_b_7_i_4_e_0_-_0_-_0_-_3_c_3_l_2_D_2_D	_5_b_0_-_3_e_2_D_2_F_6_H_10_c_0_-_3_E_5_E	0.404
2j49_A	_0_b_7_i_0_-_4_e_3_c_3_l_2_D	_7_e_1_f_3_D_1_k_1_b_1_j_0_E	0.357
1u9y_A	_7_i_0_-_4_e_0_-_3_c_0_-_3_l_2_D_2_D	_19_j_2_D_4_e_4_C_2_g_7_C_2_k_3_C_13_F	0.397
4a6t_C	_7_i_4_e_0_-_3_c_3_l_0_-_2_D_0_-_2_D	_8_e_3_c_9_C_4_c_5_n_1_b_0_E_15_j_2_D	0.441
6aby_B	_0_b_7_i_4_e_3_c_3_l	_0_f_2_i_5_j_6_i_5_k	0.431
4bma_A	_0_b_7_i_4_e_0_-_3_c_0_-_3_l_2_D_0_-_0_-_2_D	_2_b_2_j_3_j_6_A_3_b_0_B_5_l_3_E_13_b_10_n_7_D	0.464
5jh1_A	_0_b_7_i_4_e_3_c_0_-_3_l_2_D_0_-_2_D	_2_b_2_k_0_-_5_b_1_F_4_k_6_D_4_j_6_C	0.505
1nhy_A	_0_b_0_-_7_i_0_-_4_e_3_c_0_-_0_-_3_l	_1_b_1_B_3_g_15_k_6_d_1_c_7_e_2_k_12_l	0.362
4xd7_G	_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_0_m_10_e_10_b_0_-_13_C_9_j_12_C	0.428
5lc2_A	_7_i_0_-_4_e_3_c_3_l_2_D_2_D	_7_g_6_F_8_g_5_c_0_-_5_F_9_C	0.542
2e2d_C	_0_b_7_i_4_e_0_-_0_-_3_c_3_l_2_D_2_D	_0_b_2_e_3_d_3_C_12_C_1_c_6_d_1_C_5_C	0.464
1o68_B	_0_b_0_-_0_-_7_i_0_-_4_e_0_-_3_c_3_l_2_D_0_-_2_D	_1_b_17_f_7_B_9_i_7_B_5_e_6_B_4_f_8_l_4_A_5_i_15_A	0.352
1gxm_A	_0_b_7_i_4_e_0_-_3_c_0_-_3_l_0_-_2_D_2_D	_1_b_2_k_2_m_9_A_4_c_1_A_1_l_12_o_2_A_2_A	0.369
6oid_A	_0_b_7_i_4_e_3_c_0_-_3_l_2_D_2_D	_7_d_6_i_2_j_2_c_7_B_5_b_0_B_5_B	0.496
5kvu_D	_7_i_4_e_3_c_0_-_3_l_2_D_2_D	_7_i_1_e_1_e_4_j_5_m_5_B_4_A	0.608
2hnk_A	_0_b_0_-_7_i_4_e_0_-_0_-_0_-_3_c_3_l_2_D_2_D	_3_b_0_D_2_i_5_b_9_E_3_k_0_I_3_e_6_l_3_E_5_E	0.430
3dyv_A	_7_i_0_-_4_e_3_c_3_l_2_D_0_-_2_D	_6_k_3_C_11_e_0_-_2_l_4_F_1_j_5_D	0.505
1v9f_A	_7_i_4_e_3_c_0_-_3_l_0_-_2_D_2_D	_16_g_1_d_1_c_9_F_2_j_4_H_6_C_2_B	0.495
1f6y_A	_0_b_0_-_7_i_0_-_4_e_3_c_3_l_2_D	_3_b_0_C_11_k_7_D_0_d_0_-_5_k_4_C	0.452
2vws_A	_0_b_0_-_7_i_0_-_4_e_3_c_0_-_0_-_3_l_2_D_0_-_2_D	_12_b_1_e_4_g_1_D_3_d_1_d_6_C_1_f_9_l_3_D_3_h_4_E	0.454
6jky_C	_7_i_4_e_3_c_3_l_2_D_0_-_0_-_2_D	_5_j_0_-_3_b_0_-_1_C_2_A_7_b_6_D	0.380
2r40_D	_7_i_4_e_3_c_3_l_2_D_2_D	_5_g_3_p_3_b_2_o_2_A_4_B	0.370
5a2q_I	_0_b_0_-_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_4_d_8_D_1_j_13_f_5_i_7_h_1_E_3_c_4_B	0.388
5exj_A	_0_b_7_i_0_-_4_e_3_c_0_-_3_l_2_D_0_-_2_D	_3_b_1_h_4_B_6_f_5_k_3_G_5_k_4_E_16_k_3_C	0.412
1q7h_A	_4_e_0_-_3_c_0_-_3_l_2_D_2_D	_2_e_6_C_4_c_5_A_0_b_12_C_4_C	0.412
1fta_A	_7_i_4_e_3_c_3_l_2_D_2_D	_0_j_4_n_4_c_8_k_4_E_6_A	0.581
3ps0_D	_0_b_7_i_4_e_3_c_0_-_3_l_2_D_2_D	_1_b_13_m_0_-_1_d_6_J_13_l_4_F_7_B	0.528
1dq3_A	_7_i_4_e_3_c_3_l_2_D_2_D	_2_j_2_b_3_c_3_l_1_B_3_E	0.769
4icu_A	_7_i_4_e_3_c_3_l_2_D_0_-_0_-_2_D	_4_j_0_-_3_b_0_-_1_D_8_A_8_b_6_E	0.386
2zki_E	_0_b_7_i_4_e_3_c_3_l_2_D_0_-_0_-_2_D	_6_b_0_-_5_c_8_d_0_-_2_F_7_h_1_d_7_G	0.388
3byi_A	_0_b_0_-_7_i_4_e_0_-_3_c_3_l	_9_b_2_k_7_j_4_k_2_n_1_c_3_k	0.369
2v3c_C	_0_b_7_i_0_-_4_e_0_-_3_c_0_-_3_l_2_D_0_-_2_D	_8_b_2_e_4_A_12_e_6_D_7_i_8_F_0_l_6_E_8_h_4_C	0.422
5hw3_A	_0_b_0_-_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_13_b_7_A_1_k_5_j_8_c_0_-_5_G_4_H_6_G	0.390
1xhc_A	_7_i_0_-_4_e_3_c_3_l_2_D_2_D	_3_i_4_D_12_d_5_c_4_f_1_C_4_D	0.618
4g0r_A	_0_b_7_i_4_e_0_-_3_c_3_l_0_-_2_D_2_D	_15_b_0_-_0_-_3_I_5_c_2_i_0_P_7_D_5_D	0.425
1y6d_A	_0_b_0_-_7_i_4_e_3_c_0_-_3_l	_0_b_1_q_6_k_5_b_9_b_6_b_11_k	0.396
1bd3_A	_7_i_0_-_4_e_3_c_3_l_2_D_2_D	_0_j_3_B_4_j_0_-_5_n_7_C_5_C	0.513
7e04_A	_0_b_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_6_b_1_h_3_C_9_c_4_l_4_F_1_j_5_D	0.588
5opt_O	_4_e_3_c_3_l_2_D_2_D	_0_f_10_n_3_j_4_B_12_B	0.395
5icg_A	_7_i_0_-_4_e_0_-_3_c_3_l_2_D_2_D	_0_i_1_k_2_g_3_A_0_e_8_k_3_E_2_E	0.534
2dc0_A	_0_b_7_i_0_-_0_-_4_e_3_c_3_l_0_-_2_D_2_D	_1_c_5_k_6_C_7_l_1_e_1_b_2_j_2_o_4_D_12_C	0.407
2yz7_A	_0_b_7_i_4_e_3_c_3_l_2_D_0_-_0_-_2_D	_9_b_0_-_2_f_0_-_6_l_2_E_2_b_7_n_5_G	0.446
1vyb_A	_0_b_7_i_0_-_4_e_0_-_0_-_0_-_3_c_3_l_2_D_2_D	_6_b_8_j_2_B_0_d_8_B_4_B_2_E_0_e_0_-_0_F_8_F	0.375
1s16_A	_0_b_7_i_4_e_3_c_3_l_2_D_2_D	_0_b_0_-_7_d_1_b_7_l_5_E_5_D	0.723
1rmj_A	_0_b_7_i_4_e_3_c_3_l_2_D_2_D	_0_c_9_g_0_-_5_b_0_-_6_D_10_E	0.486
5jj4_C	_7_i_4_e_3_c_0_-_3_l_2_D_2_D	_1_h_10_e_2_d_2_A_2_A_2_E_2_D	0.588
3rf0_A	_0_b_7_i_4_e_0_-_0_-_3_c_3_l_0_-_2_D_2_D	_1_b_2_i_4_c_6_h_7_j_7_b_8_m_3_b_7_D_2_E	0.531
4frz_B	_7_i_4_e_0_-_3_c_3_l_0_-_2_D_2_D	_5_e_3_g_2_F_6_d_8_l_3_K_2_C_12_C	0.491
4qmd_A	_0_b_7_i_0_-_0_-_4_e_3_c_3_l_2_D_2_D	_1_e_5_j_4_A_6_A_1_e_0_-_5_l_1_A_6_A	0.445
4fnv_A	_0_b_7_i_4_e_3_c_0_-_3_l_0_-_2_D_0_-_2_D	_3_b_6_j_3_c_18_b_5_f_4_j_12_B_4_D_7_E_23_D	0.524
1djx_B	_0_b_0_-_0_-_7_i_0_-_4_e_3_c_3_l_2_D_0_-_2_D	_2_b_2_A_9_A_0_j_8_G_2_i_5_b_0_-_22_D_12_c_5_C	0.400
1n7k_A	_7_i_4_e_3_c_0_-_3_l_2_D_0_-_2_D	_0_j_0_-_3_d_2_C_7_k_3_C_1_k_3_D	0.513
6d9m_A	_0_b_0_-_7_i_4_e_0_-_3_c_0_-_0_-_0_-_3_l_2_D_2_D	_1_d_2_g_3_g_3_d_1_k_3_c_11_m_3_G_2_g_1_m_6_E_2_E	0.362
6td5_f	_4_e_3_c_3_l_2_D_2_D	_4_f_3_b_5_l_11_E_6_B	0.728
6fri_A	_7_i_0_-_4_e_0_-_3_c_3_l_2_D_2_D	_13_j_4_G_5_k_4_E_4_e_7_m_1_D_4_E	0.460
1ky2_A	_0_b_7_i_4_e_0_-_3_c_3_l_2_D_0_-_2_D	_3_b_0_-_5_b_4_F_3_d_1_j_10_E_12_i_5_D	0.500
5vye_C	_7_i_0_-_4_e_3_c_3_l_2_D_0_-_2_D	_10_k_2_E_2_f_4_c_1_b_3_D_1_b_5_D	0.466
3rpn_A	_0_b_0_-_0_-_0_-_7_i_4_e_3_c_3_l_2_D_2_D	_4_b_1_m_10_f_2_k_1_j_12_i_4_g_5_l_7_E_2_E	0.440
5hpj_A	_4_e_3_c_3_l_2_D_2_D	_0_e_2_d_7_A_11_C_2_F	0.495
2l72_A	_7_i_0_-_0_-_4_e_3_c_3_l_2_D_2_D	_1_i_7_F_2_G_2_g_0_-_0_-_7_D_4_E	0.362
4z0u_A	_7_i_0_-_4_e_3_c_3_l_2_D	_1_k_6_E_2_d_5_f_12_j_3_E	0.434
6w9c_A	_7_i_4_e_3_c_3_l_2_D_2_D	_8_i_9_j_3_i_10_i_7_G_6_D	0.500
5lc4_A	_7_i_0_-_4_e_3_c_3_l_2_D	_7_g_5_G_8_h_5_b_0_-_7_E	0.416
2jgq_A	_0_b_7_i_0_-_4_e_0_-_0_-_3_c_3_l_2_D_0_-_2_D	_2_d_5_k_3_E_3_e_1_j_9_D_2_b_7_k_6_C_7_d_6_C	0.375
3edi_A	_0_b_7_i_4_e_3_c_0_-_3_l_2_D_2_D	_2_b_0_-_0_-_2_b_0_E_5_m_3_C_7_C	0.476
7eqd_M	_0_b_7_i_4_e_3_c_3_l	_3_b_1_q_1_b_4_e_3_k	0.442
2c1h_A	_0_b_0_-_0_-_7_i_0_-_4_e_3_c_3_l_2_D_0_-_2_D	_3_b_16_m_3_B_7_j_6_H_5_e_0_-_20_k_3_D_2_k_3_D	0.445
3jsr_A	_0_b_7_i_0_-_4_e_3_c_3_l_2_D_0_-_2_D	_0_a_8_k_6_D_2_c_1_h_0_-_4_E_2_j_3_E	0.406
3p7m_A	_0_b_7_i_0_-_4_e_3_c_3_l_2_D_0_-_2_D	_0_e_5_j_1_h_6_g_2_c_0_-_5_F_9_I_2_C	0.451
6qgt_B	_0_b_0_-_7_i_4_e_0_-_3_c_3_l_0_-_2_D_2_D	_2_b_7_D_1_j_7_c_0_F_7_d_10_b_0_F_2_E_4_D	0.466
3ef8_A	_0_b_7_i_4_e_3_c_3_l_2_D_2_D	_0_d_0_-_7_e_3_d_0_-_2_I_2_C	0.381
5fir_I	_0_b_7_i_4_e_0_-_3_c_3_l_2_D_0_-_2_D	_11_b_8_l_1_d_1_C_8_c_2_e_10_C_3_b_10_E	0.485
6ite_R	_0_b_0_-_0_-_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_2_b_3_G_5_H_5_i_5_C_5_c_0_-_6_C_0_b_1_D	0.372
2bcg_G	_0_b_7_i_4_e_3_c_3_l_2_D_0_-_0_-_2_D	_5_b_10_f_4_d_12_c_2_m_4_C_5_j_3_B_6_D	0.623
1wdk_A	_0_b_0_-_7_i_0_-_4_e_3_c_3_l_2_D_2_D	_5_b_2_C_5_j_7_C_6_f_3_b_0_-_0_D_9_E	0.552
3lcr_A	_7_i_4_e_3_c_3_l_0_-_2_D_2_D	_0_j_0_-_0_-_2_k_2_A_5_D_7_D	0.477
2dn3_B	_0_b_7_i_4_e_0_-_3_c_3_l	_0_j_7_j_1_e_1_b_5_d_2_n	0.501
2ftd_B	_0_b_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_0_b_15_m_7_f_5_b_3_j_2_B_16_b_0_B	0.493
3cmm_B	_7_i_4_e_3_c_3_l_2_D_0_-_0_-_2_D	_6_j_0_-_3_b_0_-_1_C_2_A_7_b_6_D	0.380
2atz_A	_7_i_4_e_0_-_3_c_3_l_2_D_2_D	_0_j_2_b_5_C_6_b_0_-_1_B_3_E	0.438
6nod_A	_0_b_7_i_4_e_0_-_0_-_3_c_0_-_3_l	_2_b_1_h_3_e_4_j_2_k_1_d_4_j_2_k	0.378
1zq9_A	_7_i_0_-_4_e_0_-_0_-_3_c_3_l_2_D_2_D	_2_i_7_D_7_f_2_E_2_j_5_b_0_-_0_D_12_D	0.398
5dxf_B	_0_b_7_i_0_-_4_e_3_c_0_-_3_l_2_D_2_D	_1_b_2_g_4_E_6_c_5_g_4_C_2_k_4_B_2_C	0.512
1sb2_A	_7_i_4_e_3_c_3_l_0_-_2_D_2_D	_1_h_6_A_0_-_5_k_5_I_26_G_5_D	0.358
1cf3_A	_0_b_0_-_7_i_0_-_4_e_3_c_0_-_3_l_2_D_0_-_0_-_2_D	_7_c_10_h_8_j_0_B_4_e_5_b_6_C_10_i_16_B_10_A_8_b_5_D	0.351
2ije_S	_0_b_0_-_0_-_7_i_4_e_3_c_3_l	_3_c_1_o_4_n_3_j_2_c_2_d_3_k	0.389
2cul_A	_7_i_0_-_4_e_3_c_3_l_2_D_2_D	_3_j_4_D_2_b_16_d_7_k_4_D_2_F	0.612
4iwg_A	_0_b_0_-_0_-_7_i_0_-_4_e_0_-_3_c_3_l_2_D_2_D	_2_b_7_C_9_D_4_h_4_C_13_j_3_C_2_d_4_g_3_D_7_C	0.358
1ei1_A	_0_b_7_i_4_e_3_c_3_l_2_D_2_D	_0_b_0_-_7_d_2_c_6_n_5_E_5_D	0.723
5u4h_A	_7_i_0_-_0_-_4_e_0_-_3_c_3_l_2_D_0_-_2_D	_5_j_3_D_2_D_0_b_4_A_1_c_3_k_1_D_12_h_3_D	0.401
1gxj_A	_7_i_4_e_0_-_3_c_3_l_2_D_0_-_2_D	_0_g_1_b_3_C_0_c_4_l_1_B_2_k_6_B	0.502
3wj7_A	_0_b_7_i_4_e_3_c_3_l_2_D_2_D	_2_b_0_-_0_-_17_b_3_n_3_E_1_B	0.453
1u0l_A	_0_b_7_i_0_-_4_e_0_-_3_c_3_l_2_D_2_D	_2_b_2_k_5_B_8_g_3_D_6_g_0_-_13_B_5_B	0.382
1hm5_A	_0_b_7_i_4_e_3_c_3_l_2_D_2_D	_0_c_1_l_2_e_4_c_0_-_1_D_4_D	0.644
7f3a_A	_7_i_4_e_0_-_3_c_0_-_3_l_2_D_0_-_0_-_2_D	_0_j_6_b_5_D_2_c_12_e_17_l_3_D_2_c_10_l_3_F	0.397
3igr_A	_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_2_i_3_c_8_c_1_l_4_F_4_J_5_G	0.629
5zee_A	_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_10_i_2_e_4_E_17_m_5_E_4_j_6_E	0.504
6cw0_B	_0_b_7_i_4_e_3_c_0_-_3_l	_5_b_0_-_5_c_4_c_6_h_6_m	0.560
2hfd_A	_7_i_0_-_4_e_0_-_3_c_0_-_3_l_2_D_2_D	_0_i_4_B_1_i_2_E_14_f_7_E_1_j_6_E_2_E	0.376
5u8y_C	_0_b_0_-_0_-_7_i_4_e_3_c_3_l_2_D_2_D	_12_b_2_H_2_G_3_h_0_-_10_b_0_-_13_D_2_D	0.485
1fvu_A	_7_i_0_-_4_e_0_-_3_c_3_l_2_D_2_D	_1_j_4_A_8_j_6_F_24_b_0_-_3_D_7_C	0.430
5kre_A	_0_b_0_-_7_i_0_-_4_e_3_c_3_l_2_D	_4_b_0_E_1_j_6_D_8_f_8_E_7_k_4_E	0.364
2vz6_A	_0_b_7_i_4_e_3_c_0_-_3_l	_8_c_2_i_10_c_3_c_1_c_6_l	0.678
6bve_A	_0_b_7_i_0_-_4_e_0_-_0_-_3_c_3_l_2_D_0_-_2_D	_2_e_4_k_3_E_3_d_3_j_9_C_2_b_8_k_6_D_7_d_6_C	0.373
1f5v_A	_0_b_0_-_7_i_4_e_0_-_3_c_3_l_2_D	_4_b_3_D_3_i_5_c_2_G_1_e_8_p_3_D	0.489
2mev_3	_0_b_7_i_4_e_0_-_0_-_0_-_3_c_3_l_2_D_2_D	_5_b_0_-_3_e_2_D_2_F_6_H_9_c_0_-_3_E_5_E	0.404
1gnx_A	_0_b_7_i_0_-_4_e_3_c_3_l_2_D_0_-_0_-_2_D	_6_b_8_k_4_D_2_c_1_b_5_l_3_F_5_d_7_m_5_E	0.475
1mv5_A	_0_b_7_i_4_e_3_c_0_-_3_l_2_D_0_-_2_D	_0_c_10_j_0_-_11_b_1_A_8_l_3_D_12_i_3_D	0.604
2a1k_A	_0_b_7_i_0_-_4_e_0_-_3_c_0_-_3_l_0_-_2_D_2_D	_1_c_6_g_2_c_1_f_2_J_4_b_3_E_1_j_19_I_2_B_4_D	0.362
1tzf_A	_0_b_0_-_0_-_7_i_0_-_4_e_3_c_0_-_3_l_2_D_2_D	_7_b_1_A_2_A_0_j_4_E_3_h_1_d_2_C_0_b_1_C_8_E	0.395
6vq5_B	_0_b_7_i_0_-_4_e_3_c_3_l	_0_j_4_i_8_k_11_i_4_m_6_l	0.362
2ima_B	_0_b_0_-_7_i_4_e_3_c_3_l_2_D_0_-_2_D	_8_b_3_B_2_l_14_f_2_c_3_p_2_A_5_j_2_A	0.369
1hzm_A	_7_i_0_-_4_e_3_c_3_l_2_D_0_-_2_D	_0_f_5_B_5_e_12_c_16_g_6_B_16_j_5_A	0.368
2fca_A	_7_i_0_-_4_e_0_-_3_c_3_l_2_D_0_-_2_D	_3_k_5_C_3_f_7_D_7_e_4_j_4_E_2_k_2_E	0.373
1lml_A	_0_b_7_i_4_e_0_-_3_c_3_l_2_D_0_-_2_D	_2_b_6_k_4_e_3_C_2_b_0_-_4_C_2_j_7_B	0.492
3zfd_A	_0_b_7_i_0_-_4_e_3_c_3_l_0_-_2_D_2_D	_5_c_5_f_5_E_6_d_5_b_7_l_3_K_2_C_7_C	0.529
1ofw_A	_0_b_0_-_7_i_4_e_3_c_0_-_0_-_3_l_0_-_2_D_2_D	_7_b_4_e_15_j_1_c_1_c_6_f_8_h_4_k_9_b_4_B_9_B	0.431
