2hv6_A	_0_i_3_d_2_f_4_o_9_b	_7_i_7_d_1_f_4_j_4_c	0.627
3csb_A	_0_I_0_-_0_i_0_-_3_d_2_f_0_-_4_o_9_b_1_C_5_D_0_-_3_J_0_-_0_-_3_I	_7_I_5_e_8_i_4_A_2_f_3_j_2_A_6_l_5_k_13_C_4_C_2_b_4_I_7_E_4_C_7_I	0.375
5yem_B	_0_I_0_i_3_d_2_f_4_o_9_b_0_-_1_C_5_D_3_J_0_-_0_-_3_I	_2_G_9_j_0_-_15_h_1_j_1_b_4_b_2_A_4_C_5_I_8_i_3_j_5_I	0.490
1pvt_A	_0_I_0_i_3_d_0_-_2_f_4_o_9_b_0_-_0_-_0_-_1_C_5_D	_2_G_8_c_2_d_6_D_2_d_0_-_3_b_9_e_5_B_7_i_5_C_4_D	0.354
6ciu_D	_0_I_0_i_3_d_2_f_4_o_9_b_0_-_0_-_0_-_1_C_5_D_3_J_3_I	_4_I_0_-_8_c_0_-_0_-_18_b_4_H_4_J_2_J_12_C_2_G_2_J_4_J	0.444
5lha_D	_0_I_0_i_3_d_2_f_4_o_0_-_0_-_0_-_9_b_0_-_1_C_5_D	_7_E_0_g_3_c_11_l_2_o_3_F_2_H_4_A_2_b_1_j_5_B_2_C	0.368
4w8n_A	_0_i_3_d_0_-_0_-_2_f_4_o_9_b_0_-_1_C_5_D_3_J_3_I	_5_e_2_e_8_B_11_B_2_f_3_G_3_b_9_E_2_B_4_B_10_E_6_H	0.375
3pk0_A	_0_I_0_i_3_d_2_f_4_o_9_b_1_C	_2_F_0_-_5_c_3_g_10_j_1_b_6_C	0.484
4h6j_A	_0_I_0_-_0_i_3_d_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_0_E_4_D_2_e_3_c_4_b_6_k_0_-_1_B_3_C_5_J_6_I	0.545
5x2m_D	_0_I_0_i_3_d_0_-_2_f_0_-_4_o_9_b_1_C_5_D_3_J_3_I	_7_E_7_k_7_d_2_b_1_c_1_c_2_m_17_g_3_C_2_D_9_F_4_H	0.534
1hgg_A	_0_I_0_i_3_d_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_6_H_0_-_0_-_3_g_0_-_0_-_6_C_4_C_15_H_4_E	0.372
5bmt_A	_0_I_0_-_0_i_3_d_0_-_2_f_4_o_9_b_1_C_0_-_5_D_3_J_3_I	_0_H_4_D_5_A_1_c_9_G_4_b_0_-_2_c_2_F_5_A_13_A_3_G_4_G	0.351
6dqq_A	_0_I_0_i_0_-_3_d_2_f_4_o_9_b_1_C_5_D_0_-_0_-_0_-_3_J_3_I	_5_E_13_j_1_b_6_c_5_d_0_-_5_b_2_D_2_E_6_c_3_b_4_j_10_F_3_E	0.413
4eun_A	_0_I_0_i_0_-_3_d_2_f_4_o_9_b_1_C_0_-_5_D	_0_D_6_j_2_C_0_c_2_g_6_n_0_-_4_D_4_f_7_E	0.444
3d37_A	_0_I_0_i_3_d_2_f_0_-_4_o_9_b_1_C_0_-_5_D_3_J_3_I	_2_I_0_-_1_e_12_h_8_C_5_A_10_j_3_C_5_C_9_D_10_E_7_E	0.456
4qfi_A	_0_i_3_d_0_-_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_0_i_9_i_9_D_3_g_0_-_0_-_3_C_3_C_3_H_8_H	0.475
6k7s_B	_0_I_0_-_0_i_3_d_0_-_2_f_4_o_0_-_9_b_1_C_5_D_3_J_0_-_3_I	_5_J_1_b_11_j_5_d_12_e_14_f_18_j_7_B_6_b_6_H_0_-_2_J_3_n_3_L	0.401
1b56_A	_0_I_0_i_3_d_2_f_4_o_9_b_1_C_0_-_0_-_5_D_3_J_0_-_3_I	_1_F_3_g_0_-_3_h_0_-_0_-_3_F_2_F_4_F_4_C_5_H_2_G_2_I	0.398
2qwv_A	_0_I_0_i_3_d_0_-_0_-_2_f_4_o_9_b_1_C_5_D	_0_I_2_e_8_d_14_G_5_E_7_k_0_-_0_-_7_D_2_C	0.376
3ay7_B	_0_I_0_i_3_d_2_f_4_o_9_b_1_C	_2_F_5_g_0_-_1_g_10_j_1_b_6_C	0.486
5lte_A	_0_I_0_-_0_-_0_i_0_-_3_d_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_2_G_8_c_4_c_11_i_7_I_7_e_1_d_0_-_6_c_0_-_0_-_0_J_6_J	0.397
1ukr_A	_9_b_1_C_5_D_0_-_3_J_3_I	_1_b_1_D_4_D_8_F_7_G_4_I	0.613
2fo1_E	_0_i_3_d_0_-_2_f_0_-_4_o_9_b	_10_j_16_c_2_e_16_f_10_d_21_j_8_b	0.394
2cu9_A	_0_I_0_i_3_d_0_-_0_-_2_f_4_o_9_b_1_C_5_D	_5_H_4_b_3_c_1_J_2_K_4_b_2_c_6_b_0_D_5_C	0.358
6v47_E	_0_I_0_i_3_d_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_6_H_0_-_0_-_3_g_0_-_0_-_6_D_3_C_15_H_4_E	0.355
1zlq_A	_0_I_0_i_3_d_2_f_0_-_0_-_4_o_9_b_1_C_5_D_3_J_3_I	_5_E_13_j_2_c_4_c_0_E_4_E_6_d_10_b_0_A_2_E_8_F_3_E	0.444
2wdz_A	_0_I_0_i_3_d_2_f_4_o_9_b_1_C	_1_G_5_f_0_-_2_h_9_j_1_b_6_C	0.507
1j1i_A	_0_I_0_i_3_d_2_f_4_o_9_b_1_C_0_-_5_D	_0_F_12_j_0_-_8_j_1_m_6_c_6_E_7_i_3_E	0.482
2rih_A	_0_I_0_i_3_d_2_f_4_o_9_b_1_C_0_-_5_D_3_J_3_I	_2_I_0_-_0_-_0_h_0_-_9_b_5_B_4_j_3_D_0_-_5_E	0.385
5dvx_B	_0_I_0_i_3_d_0_-_2_f_4_o_9_b_1_C_0_-_5_D_3_J_3_I	_2_H_0_-_5_c_6_I_5_f_0_-_3_b_5_C_4_c_7_F_0_-_7_G	0.509
1nkq_A	_0_I_0_-_0_i_3_d_0_-_2_f_0_-_4_o_9_b_1_C_5_D_3_J_3_I	_0_G_2_A_0_i_4_d_9_A_0_f_7_F_2_F_6_h_8_B_7_B_0_-_4_G	0.436
1gd8_A	_0_i_3_d_2_f_4_o_9_b_1_C_5_D	_2_i_3_e_0_-_0_-_5_b_8_H_6_F	0.377
4ex9_A	_0_i_0_-_0_-_3_d_2_f_0_-_4_o_9_b_1_C_5_D_3_J	_1_j_3_B_6_A_2_c_5_f_2_D_1_A_5_i_4_C_3_C_2_F	0.358
1y56_A	_0_i_3_d_0_-_2_f_4_o_9_b	_6_g_19_b_9_h_5_f_13_j_3_b	0.421
3q1h_A	_0_I_0_-_0_i_0_-_3_d_0_-_0_-_2_f_4_o_9_b_1_C_0_-_5_D_0_-_3_J_3_I	_0_H_2_A_12_i_4_C_0_f_8_C_10_B_2_f_0_-_0_-_5_C_3_f_5_E_15_b_0_H_9_H	0.402
3who_A	_9_b_1_C_5_D_3_J_3_I	_1_j_8_B_13_D_14_E_3_F	0.400
1sq4_A	_0_I_0_i_3_d_2_f_4_o_9_b_1_C_5_D_0_-_3_J_3_I	_6_H_12_C_0_b_0_-_0_-_7_b_1_C_10_E_4_A_8_F_1_E	0.363
4f1n_A	_0_I_0_i_3_d_2_f_4_o_9_b_1_C_5_D_0_-_3_J_3_I	_0_I_0_-_0_d_9_e_2_l_0_-_5_C_3_C_6_B_4_K_2_K	0.506
3j16_B	_0_i_0_-_3_d_2_f_4_o_9_b_0_-_1_C_0_-_5_D_0_-_3_J	_5_i_5_B_6_c_6_h_4_j_3_c_7_k_4_D_7_l_4_D_3_f_2_E	0.363
1g5h_D	_0_i_3_d_0_-_2_f_0_-_0_-_4_o_9_b_1_C_5_D_3_J_3_I	_11_h_5_k_2_A_4_k_6_J_3_K_1_o_3_b_0_-_0_F_5_H_2_J	0.365
5hei_A	_0_I_0_i_3_d_0_-_2_f_0_-_4_o_9_b_1_C_5_D_0_-_0_-_3_J_3_I	_3_E_2_i_4_d_2_G_1_h_6_b_2_p_0_-_3_D_0_-_0_c_2_g_0_-_5_I	0.418
4fb3_A	_0_I_0_i_3_d_0_-_0_-_2_f_4_o_9_b_1_C_0_-_5_D	_0_H_1_g_2_c_1_G_4_J_0_g_0_-_0_-_10_C_2_f_6_D	0.470
1n28_A	_0_i_3_d_2_f_0_-_0_-_4_o_9_b	_0_j_3_d_17_m_11_A_6_A_4_n_1_b	0.411
3et6_A	_0_I_0_i_0_-_3_d_2_f_4_o_9_b_1_C_5_D	_8_J_13_j_6_C_0_e_0_-_0_-_3_b_5_C_7_E	0.490
3eph_A	_0_I_0_-_0_i_0_-_3_d_2_f_4_o_9_b_1_C_5_D	_8_G_2_m_2_j_6_b_3_c_4_f_3_o_5_b_0_-_4_D	0.659
2phl_A	_0_I_0_-_0_-_0_i_3_d_0_-_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_6_H_7_B_9_c_2_g_3_c_14_B_5_h_0_-_0_-_3_C_2_G_4_G_3_G	0.499
6v5m_A	_0_I_0_-_0_i_0_-_3_d_2_f_0_-_4_o_9_b_0_-_1_C_5_D	_5_I_4_C_5_i_8_D_5_c_2_e_3_D_0_h_0_-_7_B_7_C_2_C	0.380
3k8p_C	_0_i_3_d_2_f_4_o_9_b_1_C_5_D	_0_f_0_-_2_f_0_-_3_b_3_C_2_C	0.473
1mqt_C	_0_I_0_i_3_d_2_f_4_o_9_b_1_C_5_D_0_-_0_-_3_J_3_I	_6_H_0_-_9_c_0_-_0_-_0_-_3_E_5_E_8_A_4_b_3_J_8_H	0.391
1y7u_A	_0_I_0_i_3_d_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_1_E_2_b_8_e_3_h_0_-_0_-_2_C_15_G_8_G_6_H	0.444
2iuj_A	_0_i_3_d_0_-_2_f_4_o_9_b_1_C_0_-_5_D_3_J_3_I	_10_i_5_e_24_b_9_e_11_A_35_e_3_B_7_g_10_D_0_-_5_I	0.505
1elt_A	_3_d_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_1_c_0_-_0_-_6_b_4_C_14_E_0_-_2_I	0.438
4d6w_C	_0_I_0_i_0_-_3_d_2_f_4_o_9_b_0_-_1_C_5_D_3_J	_7_H_3_j_20_J_3_B_0_-_4_B_4_b_0_A_4_B_4_D_10_K	0.356
1vgk_A	_0_I_0_-_0_-_0_i_3_d_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_5_I_2_E_6_B_2_k_1_g_5_i_0_-_1_c_0_-_6_G_4_J_4_E	0.423
1q1r_A	_0_I_0_i_0_-_3_d_2_f_4_o_9_b_1_C_5_D	_0_D_3_j_5_D_10_c_10_b_0_-_4_e_2_C_4_D	0.436
2g9n_A	_0_i_3_d_0_-_2_f_4_o_9_b_1_C_5_D	_7_i_0_-_8_C_3_f_0_-_2_d_6_C_16_C	0.450
5vth_A	_0_i_3_d_0_-_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_2_j_2_i_25_A_1_j_6_j_8_c_0_-_5_G_5_G_6_G	0.381
5opt_a	_0_i_0_-_3_d_2_f_4_o_9_b_1_C_5_D	_0_k_2_A_1_c_7_j_0_-_0_-_4_B_9_C	0.379
2gyk_B	_0_i_3_d_2_f_4_o_9_b_1_C_0_-_0_-_5_D	_2_k_4_b_2_g_0_-_8_b_8_C_3_b_6_b_0_C	0.457
4z7l_E	_0_I_0_i_3_d_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_2_E_1_g_21_D_8_g_3_o_0_-_0_-_0_-_10_J_2_J	0.377
5iqk_A	_0_i_0_-_0_-_3_d_2_f_4_o_9_b_0_-_1_C_5_D_3_J_3_I	_4_k_4_b_0_D_5_c_2_g_2_C_1_h_21_B_5_C_2_F_8_H_2_G	0.363
2o3g_A	_3_d_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_4_c_0_-_0_-_17_c_12_C_0_-_2_H_2_H	0.381
1hqv_A	_0_i_3_d_2_f_4_o_9_b	_0_j_9_f_10_j_9_o_9_j	0.488
6aby_B	_0_i_3_d_2_f_4_o_9_b	_17_i_6_p_6_i_4_p_22_b	0.431
4bma_A	_0_I_0_i_3_d_2_f_0_-_0_-_4_o_9_b_1_C_0_-_0_-_5_D	_13_I_0_-_0_d_1_f_3_D_8_D_2_f_2_b_0_D_2_c_14_m_3_C	0.363
5jh1_A	_0_i_0_-_3_d_2_f_4_o_9_b_1_C_0_-_5_D	_12_j_3_B_2_b_2_k_0_-_5_b_1_F_4_k_6_D	0.389
1nhy_A	_0_i_0_-_3_d_2_f_4_o_9_b_1_C	_4_k_4_B_1_b_1_f_7_B_1_b_1_B	0.379
5lc2_A	_0_I_0_i_3_d_2_f_4_o_9_b_1_C_5_D_3_J	_6_F_7_g_6_F_8_g_0_-_5_c_5_F_9_C_16_F	0.366
5kvu_D	_0_I_0_i_3_d_2_f_0_-_4_o_0_-_9_b_1_C_0_-_0_-_5_D_3_J_3_I	_2_E_2_g_1_b_9_g_6_C_7_j_14_k_5_c_4_C_2_h_14_B_11_C_5_G_5_G	0.429
2wmc_A	_0_I_0_i_3_d_0_-_2_f_4_o_9_b_1_C_5_D_0_-_0_-_3_J_3_I	_0_J_0_-_1_c_10_G_0_g_0_-_5_b_5_E_15_G_4_j_6_b_0_G_3_G	0.436
3nrk_A	_0_I_0_-_0_i_3_d_0_-_2_f_4_o_9_b_1_C_5_D_3_J	_1_I_6_n_3_f_5_d_3_E_0_f_0_-_1_f_11_A_0_-_5_J	0.490
1v9f_A	_0_I_0_i_3_d_2_f_0_-_4_o_9_b_1_C_0_-_5_D_3_J_3_I	_3_E_16_g_1_d_1_c_9_F_2_j_4_H_6_C_2_B_7_B_7_H_3_G	0.438
1bj7_A	_9_b_1_C_5_D_0_-_3_J_3_I	_0_b_2_A_1_F_2_b_9_G_4_I	0.538
1nfi_A	_9_b_1_C_5_D_3_J_0_-_3_I	_2_b_0_A_3_D_12_H_4_A_3_E	0.543
2cfe_A	_0_I_0_i_3_d_2_f_4_o_9_b_1_C_0_-_5_D_0_-_3_J_0_-_3_I	_2_I_5_j_13_B_0_-_0_-_0_-_3_C_32_C_11_C_4_b_5_F_1_g_12_H	0.355
1f6y_A	_0_I_0_i_3_d_2_f_0_-_4_o_9_b_1_C_0_-_5_D	_5_D_3_i_4_E_3_k_3_D_10_m_3_b_0_C_11_k_7_D	0.363
5vn6_A	_3_d_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_11_c_2_k_0_-_1_b_0_C_6_D_3_D_9_F	0.465
2r40_D	_0_i_3_d_2_f_4_o_9_b_0_-_1_C_5_D	_0_l_0_-_5_g_3_p_3_b_2_o_2_A_4_B	0.419
1q7h_A	_3_d_0_-_2_f_4_o_9_b_1_C_5_D	_2_e_6_C_4_c_5_A_0_b_12_C_4_C	0.447
1fta_A	_0_I_0_i_3_d_0_-_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_3_H_0_-_1_e_3_H_8_b_0_-_4_b_0_H_3_F_2_G_4_F	0.412
3ps0_D	_0_I_0_i_3_d_2_f_4_o_9_b_1_C_0_-_5_D_3_J_3_I	_4_F_3_n_7_b_8_f_7_k_1_e_1_B_5_B_3_B_2_B_7_I	0.431
5x50_K	_9_b_1_C_5_D_0_-_3_J_3_I	_0_b_10_D_6_F_6_e_7_F_7_G	0.573
2zki_E	_0_I_0_i_3_d_0_-_2_f_4_o	_7_G_8_e_1_e_2_A_8_c_20_p	0.469
5hw3_A	_0_i_3_d_0_-_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_1_j_13_b_7_A_1_k_5_j_8_c_0_-_5_G_4_H_6_G	0.424
1xhc_A	_0_I_0_i_0_-_3_d_2_f_4_o_9_b_1_C_5_D	_0_D_3_i_4_D_12_d_5_c_0_-_4_f_1_C_4_D	0.464
1k94_A	_0_i_3_d_2_f_4_o_9_b	_0_j_4_j_10_j_9_o_9_i	0.407
1bd3_A	_0_i_3_d_2_f_4_o_9_b_1_C_5_D_3_J_0_-_3_I	_0_j_3_B_4_j_5_n_0_-_7_C_5_C_6_F_1_j_5_G	0.451
1u6r_A	_0_i_3_d_2_f_0_-_0_-_4_o_9_b_1_C_0_-_0_-_0_-_5_D_3_J_3_I	_10_i_18_c_1_j_15_b_11_I_12_l_3_b_1_D_0_b_2_h_10_c_12_D_4_D_5_G	0.357
5opt_O	_2_f_4_o_9_b_1_C_5_D	_0_f_10_n_3_j_4_B_12_B	0.510
5icg_A	_0_I_0_-_0_i_0_-_3_d_2_f_4_o_9_b_1_C_0_-_5_D_3_J_0_-_0_-_3_I	_2_E_1_e_8_f_2_k_7_e_3_f_1_q_1_c_4_D_5_h_4_D_11_D_2_b_2_k_6_E	0.370
2dc0_A	_0_i_3_d_0_-_2_f_4_o_9_b_1_C_0_-_5_D_0_-_0_-_3_J_3_I	_7_l_1_e_1_b_2_j_2_o_0_-_4_D_12_C_2_C_0_e_3_d_4_F_5_E	0.358
2yz7_A	_0_I_0_i_3_d_2_f_4_o_9_b_1_C	_5_G_5_k_0_-_3_h_11_j_0_-_10_C	0.367
1vyb_A	_0_I_0_i_0_-_3_d_2_f_4_o_9_b_1_C_0_-_5_D_0_-_3_J_3_I	_2_H_5_j_8_E_6_b_8_j_2_B_0_d_8_B_4_B_2_E_0_e_0_F_8_F	0.386
1s16_A	_0_I_0_i_3_d_2_f_4_o_9_b_1_C_5_D_0_-_3_J_3_I	_6_G_0_-_1_b_7_k_0_-_0_-_4_E_4_D_5_h_5_J_3_H	0.445
1rmj_A	_3_d_2_f_4_o_9_b_1_C_5_D	_0_c_9_g_0_-_5_b_6_D_10_E	0.615
3rf0_A	_0_i_3_d_2_f_0_-_0_-_4_o_9_b_1_C_5_D	_2_i_4_c_6_h_7_j_7_b_8_m_3_b_7_D_2_E	0.553
2pbl_A	_0_I_0_i_3_d_0_-_2_f_4_o_9_b_1_C_0_-_5_D	_4_E_1_f_8_c_2_F_6_d_0_-_8_e_11_F_4_k_2_D	0.376
1jey_B	_0_I_0_i_3_d_0_-_0_-_2_f_0_-_4_o_9_b_1_C_0_-_0_-_5_D_3_J	_17_G_0_-_3_d_14_l_7_F_11_i_2_F_23_m_1_e_0_B_0_c_7_b_6_F_3_J	0.351
3nmz_D	_9_b_1_C_5_D_3_J_3_I	_0_e_5_C_18_E_5_D_4_D	0.357
1kso_A	_0_i_3_d_2_f_0_-_4_o_9_b	_0_j_0_-_10_k_4_A_1_l_1_b	0.357
1djx_B	_0_I_0_i_3_d_0_-_2_f_0_-_0_-_4_o_0_-_9_b_1_C_0_-_0_-_5_D_0_-_3_J_3_I	_8_G_2_i_5_b_22_D_12_c_5_C_16_E_0_o_2_C_13_c_5_C_6_h_3_b_2_B_2_c_19_J_14_G	0.411
2ea9_A	_0_I_0_i_3_d_2_f_0_-_4_o_9_b_1_C_5_D_3_J_3_I	_6_H_2_B_2_b_0_-_0_C_6_o_0_-_9_E_2_E_0_-_6_H	0.357
5ufs_A	_2_f_4_o_9_b_0_-_1_C_5_D	_0_g_16_q_3_b_2_r_4_C_2_B	0.466
6td5_f	_4_o_9_b_1_C_5_D_3_J	_1_o_5_k_12_A_3_C_2_F	0.408
6ys3_u	_9_b_1_C_0_-_5_D_3_J_3_I	_0_b_0_C_6_A_1_E_0_-_2_E	0.438
5mtf_A	_0_i_3_d_2_f_4_o_0_-_0_-_9_b	_1_g_5_b_5_f_4_o_1_p_7_m_1_b	0.453
5hu3_A	_0_I_0_i_3_d_0_-_2_f_4_o_0_-_9_b_1_C_5_D	_5_G_5_l_8_E_3_F_6_g_4_n_3_A_5_b_0_B_8_B	0.366
5vye_C	_0_I_0_i_0_-_3_d_2_f_4_o_9_b_1_C_0_-_5_D	_9_G_10_k_2_E_2_f_4_c_0_-_1_b_3_D_1_b_5_D	0.467
6stw_A	_0_I_0_i_3_d_0_-_2_f_0_-_4_o_9_b_1_C_5_D_3_J_3_I	_2_I_0_-_3_c_0_A_6_c_0_G_17_A_14_b_0_-_23_G_6_G_7_G	0.399
5hpj_A	_0_i_3_d_2_f_4_o_9_b_1_C_0_-_0_-_5_D_3_J_0_-_0_-_3_I	_0_e_2_d_0_-_7_A_0_-_11_C_2_F_4_E_2_D_2_J_5_A_2_A_2_G	0.385
4z0u_A	_0_I_0_-_0_-_0_i_0_-_3_d_2_f_4_o_9_b_1_C	_0_I_4_J_2_J_1_k_6_E_2_d_5_f_12_j_0_-_3_E	0.364
4qma_A	_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_0_k_5_l_7_b_12_A_6_F_14_B_5_G	0.382
3kg9_B	_0_I_0_i_3_d_2_f_4_o_9_b_1_C_5_D_0_-_0_-_0_-_3_J_3_I	_6_I_6_f_2_A_2_i_2_B_1_b_2_E_3_F_5_e_4_g_2_d_8_J_6_F	0.365
5lc4_A	_9_b_1_C_0_-_5_D_3_J_3_I	_0_b_11_C_9_C_2_C_9_G_5_F	0.519
3edi_A	_3_d_2_f_0_-_4_o_9_b_1_C_5_D	_2_b_2_b_0_E_5_m_0_-_3_C_7_C	0.369
4a8u_A	_0_I_0_i_3_d_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_0_I_0_-_3_c_7_g_0_-_0_-_6_E_7_D_8_I_4_H	0.511
2ejx_A	_0_I_0_i_3_d_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_0_E_4_g_0_-_2_g_0_-_0_-_3_D_5_G_2_J_2_G	0.456
3eo8_E	_0_i_3_d_2_f_4_o_9_b_1_C_5_D	_0_f_13_d_2_c_0_-_4_b_0_-_4_D	0.403
2c1h_A	_3_d_2_f_4_o_9_b_1_C_5_D_3_J_0_-_3_I	_0_c_3_f_0_-_6_b_0_F_6_B_7_B_1_k_4_E	0.412
3jsr_A	_0_I_0_-_0_i_0_-_3_d_2_f_4_o_9_b_1_C_0_-_5_D	_0_G_0_a_8_k_6_D_2_c_1_h_0_-_0_-_4_E_2_j_3_E	0.402
3p7m_A	_0_i_3_d_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_5_j_1_h_6_g_0_-_2_c_0_-_5_F_0_-_9_I	0.391
5fir_I	_0_i_3_d_2_f_0_-_4_o_0_-_9_b_1_C_5_D	_6_g_3_b_2_e_5_E_5_i_5_A_2_b_6_B_28_F	0.398
6ite_R	_0_I_0_i_0_-_3_d_2_f_4_o_9_b_1_C_0_-_5_D_3_J_3_I	_5_H_5_i_5_C_5_c_0_-_0_-_0_-_6_C_0_b_1_D_0_-_2_I	0.452
2bcg_G	_0_i_3_d_2_f_4_o_0_-_9_b_1_C_5_D_3_J	_10_f_4_d_12_c_2_m_4_C_5_j_3_B_6_D_4_F	0.474
4bsz_B	_0_i_3_d_2_f_4_o_9_b	_2_e_7_e_9_f_3_k_2_g	0.379
4day_B	_9_b_0_-_1_C_5_D_0_-_3_J_3_I	_2_e_2_J_2_D_4_D_1_b_12_G_7_H	0.444
2dn3_B	_0_i_0_-_0_-_3_d_0_-_2_f_4_o_0_-_9_b	_7_j_1_e_1_b_5_d_2_n_4_h_11_o_2_m_1_c	0.361
2atz_A	_0_i_3_d_2_f_4_o_9_b_1_C_5_D	_0_j_2_b_0_-_5_C_6_b_1_B_3_E	0.363
6nod_A	_0_i_0_-_3_d_2_f_4_o_9_b	_5_i_2_k_7_d_5_j_2_m_3_h	0.360
5vm9_A	_0_I_0_-_0_i_3_d_2_f_4_o_9_b	_11_G_5_j_13_j_2_c_3_f_0_-_5_b	0.591
1zq9_A	_0_i_3_d_2_f_0_-_4_o_9_b_1_C_5_D_0_-_3_J_0_-_0_-_3_I	_2_i_7_D_7_f_2_E_2_j_5_b_0_D_12_D_2_k_6_F_0_g_9_h_0_H	0.355
2cul_A	_0_i_0_-_3_d_2_f_4_o_9_b_1_C_5_D_3_J	_3_j_4_D_2_b_16_d_7_k_0_-_4_D_2_F_2_F	0.380
4fgs_A	_0_I_0_i_3_d_0_-_0_-_2_f_4_o_9_b_1_C	_3_I_0_-_2_c_6_n_5_G_6_k_7_j_1_b_6_C	0.384
4iwg_A	_0_i_0_-_3_d_2_f_4_o_9_b_1_C_5_D_0_-_3_J_3_I	_13_j_3_C_2_d_4_g_0_-_0_-_3_D_7_C_4_j_5_B_9_G	0.413
3exw_A	_0_I_0_i_0_-_0_-_0_-_3_d_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_2_I_2_g_2_I_19_A_2_A_7_c_11_f_0_-_0_-_0_H_0_-_5_I_10_I	0.425
1ei1_A	_0_i_3_d_2_f_4_o_9_b_1_C_5_D_0_-_0_-_3_J_3_I	_0_b_7_d_2_c_6_n_0_-_5_E_5_D_16_f_22_f_1_I_2_G	0.447
5u4h_A	_0_i_0_-_3_d_2_f_4_o_9_b_1_C_5_D	_4_k_2_D_3_b_1_h_0_-_0_-_3_C_3_D	0.370
7f3a_A	_0_I_0_i_3_d_0_-_0_-_2_f_4_o_9_b_1_C_5_D	_3_F_5_f_1_b_3_l_5_E_1_h_15_n_5_c_2_F_2_C	0.391
3igr_A	_0_I_0_i_3_d_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_2_D_2_i_3_c_8_c_1_l_0_-_4_F_0_-_4_J_5_G	0.475
2g18_E	_3_d_2_f_4_o_9_b_1_C_5_D_0_-_3_J_3_I	_0_c_0_-_2_m_0_-_3_A_8_E_2_J_3_J_3_I	0.517
1fvu_A	_0_I_0_i_3_d_2_f_4_o_0_-_9_b_1_C_5_D_3_J	_2_I_1_j_4_A_8_j_0_-_6_F_24_b_3_D_7_C_5_F	0.447
4ftx_B	_2_f_4_o_9_b_1_C_5_D_0_-_3_J_3_I	_0_g_0_-_5_b_9_E_5_E_4_q_9_F_2_I	0.518
1f5v_A	_0_I_0_i_3_d_0_-_2_f_4_o_9_b_1_C_5_D_0_-_3_J_3_I	_3_D_3_i_5_c_2_G_1_e_8_p_0_-_3_D_0_-_0_k_0_-_6_I	0.431
2mev_3	_0_I_0_i_3_d_2_f_4_o_9_b_1_C_5_D_0_-_3_J_3_I	_6_H_0_-_9_c_0_-_0_-_0_-_3_E_5_E_8_A_13_J_8_H	0.415
1gnx_A	_0_I_0_-_0_i_3_d_2_f_4_o_9_b_1_C_5_D_0_-_0_-_3_J_0_-_3_I	_5_F_3_B_4_j_5_b_9_e_0_-_13_d_6_C_4_B_13_A_14_k_5_E_16_n_4_F	0.358
2a1k_A	_0_I_0_-_0_i_3_d_2_f_4_o_9_b_1_C_5_D_3_J_3_I	_2_E_1_c_6_g_2_c_1_f_2_J_4_b_0_-_3_E_1_j_19_I	0.414
2j9g_A	_0_I_0_i_3_d_2_f_4_o_9_b_0_-_0_-_1_C_5_D_3_J_3_I	_2_G_6_g_0_-_3_h_0_-_8_b_5_G_11_A_2_B_6_C_7_A_6_H	0.453
1tzf_A	_0_I_0_i_3_d_0_-_0_-_0_-_0_-_2_f_4_o_9_b_1_C_5_D_0_-_3_J_3_I	_4_E_3_h_1_d_2_C_0_b_1_C_8_E_6_f_0_-_1_b_6_D_2_B_3_j_3_E_6_E	0.373
6t5k_C	_0_I_0_-_0_-_0_i_0_-_3_d_2_f_4_o_9_b_1_C_0_-_5_D_3_J_3_I	_4_I_3_J_2_D_5_k_3_F_4_c_2_e_0_-_0_-_4_C_0_h_7_B_2_E_2_E	0.372
2bbk_H	_9_b_1_C_0_-_5_D_0_-_3_J_3_I	_1_b_3_F_4_G_4_C_6_I_2_J_6_F	0.362
1ofw_A	_0_i_3_d_0_-_2_f_0_-_4_o_9_b_1_C_5_D	_15_j_1_c_1_c_6_f_8_h_4_k_9_b_4_B_9_B	0.501
2fi9_A	_2_f_4_o_9_b_1_C_0_-_5_D	_9_g_0_-_1_b_2_D_9_h_3_D	0.482
6ogy_K	_0_i_0_-_3_d_2_f_4_o_9_b_0_-_1_C_5_D	_5_k_5_C_5_d_1_c_10_j_23_c_9_h_4_D_2_D	0.393
