3cwb_F	_4_j_2_c_1_c_0_-_2_m_2_c_2_c_7_m	_0_k_1_c_3_b_5_h_2_n_5_b_3_b_5_m	0.657
6qai_A	_0_i_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_0_-_2_b_2_c	_5_j_4_C_9_k_2_D_10_k_2_D_0_-_6_d_3_A_2_A_9_b_9_g	0.634
2au5_A	_4_j_2_c_1_c_2_m_2_c_2_c_7_m_2_k_3_l	_0_j_2_g_7_d_0_-_6_f_2_f_8_n_0_-_5_n	0.469
1tis_A	_0_i_0_-_4_E_5_k_8_C_0_-_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j_2_c_1_c_0_-_0_-_2_m_0_-_2_c_0_-_2_c_7_m_2_k_3_l_6_k_3_b	_0_i_4_A_7_D_0_-_2_D_0_b_12_j_0_-_4_h_10_b_0_-_5_b_10_e_0_-_6_j_13_e_0_-_6_G_3_J_4_n_2_L_7_b_11_A_4_d_0_-_2_h_0_-_0_-_3_b	0.374
3ff0_A	_0_i_4_E_5_k_8_C_8_j_0_-_0_-_0_-_9_D_6_e	_4_i_0_H_0_-_8_C_1_k_4_H_5_J_7_K_2_F_2_f	0.390
1i4y_A	_2_c_7_m_2_k_3_l_6_k_3_b_2_c	_0_b_4_n_3_p_5_l_5_i_0_-_5_c	0.560
1pvt_A	_0_i_4_E_0_-_5_k_8_C_8_j_9_D_0_-_6_e_1_d_5_F_0_-_2_b_2_c_3_C_4_j	_0_l_7_F_11_H_0_-_5_D_10_b_0_E_2_G_8_c_2_d_6_D_2_d_3_b_9_e_5_B_7_i	0.478
1rvg_B	_0_i_4_E_5_k_8_C_0_-_0_-_8_j_9_D_6_e_0_-_1_d_0_-_5_F_2_b_2_c_3_C_4_j_2_c_1_c_0_-_2_m	_0_i_4_D_3_k_4_D_1_o_4_G_2_h_4_C_6_m_3_E_13_d_3_j_3_C_6_b_9_i_4_B_7_h_0_-_12_i_1_E_1_m	0.439
5ocw_C	_0_i_4_E_5_k_8_C_8_j_0_-_9_D_6_e_1_d_5_F_2_b_0_-_0_-_0_-_2_c_3_C_4_j_0_-_2_c_0_-_1_c_2_m	_0_h_4_F_5_k_3_D_10_j_4_k_4_C_2_f_1_i_4_B_5_b_1_i_2_B_1_A_5_i_4_C_3_i_6_C_5_g_4_C_1_h_1_l	0.442
2jr0_A	_7_m_2_k_3_l_6_k_3_b_2_c_2_i	_0_m_4_j_5_l_2_h_0_-_0_-_12_j	0.519
4zc1_A	_4_E_0_-_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j	_0_D_3_b_13_k_4_D_3_k_3_D_3_c_1_i_3_C_4_b_2_c_9_B_5_k	0.711
5lha_D	_0_i_4_E_5_k_0_-_8_C_8_j_9_D_6_e_1_d_5_F_0_-_2_b_2_c_3_C_4_j_0_-_2_c_0_-_1_c_2_m_2_c_2_c_7_m_2_k_3_l_0_-_0_-_6_k_3_b_2_c_2_i	_8_k_0_-_12_k_1_b_1_F_2_m_7_D_8_d_4_b_10_C_14_n_1_b_0_-_0_E_15_j_2_D_13_c_6_C_1_b_7_E_0_g_3_c_11_l_0_-_2_o_3_F_2_H_4_A_2_b_0_-_1_j	0.400
2bz2_A	_0_i_4_E_5_k_8_C_8_j_9_D	_5_g_8_C_0_-_4_D_3_j_10_C	0.617
2jby_A	_4_j_2_c_1_c_2_m_2_c_2_c_7_m_2_k_3_l_6_k_3_b_2_c_2_i	_0_i_0_-_0_-_12_l_0_-_0_-_1_l_3_j_5_n_6_j_0_-_0_-_3_h	0.368
1dlw_A	_1_c_2_m_2_c_2_c_7_m_2_k_3_l_6_k_3_b_2_c	_0_c_3_l_5_c_0_-_4_l_11_d_6_m_4_j_0_-_2_c	0.589
3pk0_A	_0_i_4_E_5_k_8_C_8_j_9_D_6_e_1_d_0_-_0_-_5_F_2_b_2_c_3_C_4_j_2_c_0_-_1_c	_5_j_3_E_2_j_6_D_5_l_4_C_14_g_5_l_3_D_13_p_2_F_5_c_3_g_0_-_10_j_1_b_6_C_9_b	0.472
4h6j_A	_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_0_-_3_C	_0_E_0_-_4_D_2_e_3_c_0_-_4_b_6_k_1_B_3_C	0.489
5x2m_D	_0_i_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j_2_c_1_c_2_m_2_c_2_c_7_m_2_k	_4_k_2_B_2_k_6_B_4_k_5_B_2_h_0_-_4_A_0_-_7_c_7_E_7_k_7_d_2_b_0_-_1_c_1_c_2_m_17_g	0.542
2a4h_A	_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j	_0_C_11_f_2_b_14_C_0_-_0_-_8_C_7_h	0.492
3la6_A	_4_E_0_-_0_-_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j_2_c_1_c_2_m_0_-_2_c_2_c_7_m_2_k	_5_E_2_d_8_c_4_l_7_E_6_k_5_D_7_d_7_e_9_A_0_-_0_-_5_C_0_-_8_d_0_-_2_k_2_D_8_d_0_-_5_F_5_k	0.420
6fos_F	_4_j_2_c_1_c_2_m_2_c_2_c_7_m_0_-_2_k_3_l	_0_n_6_b_0_-_1_m_16_b_0_-_9_n_7_d_4_h_4_l	0.494
4eun_A	_4_E_5_k_8_C_0_-_8_j_0_-_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j_2_c	_0_D_6_j_2_C_0_c_2_g_6_n_4_D_4_f_0_-_7_E_2_g_9_i_9_D_4_j_3_b	0.534
1i3j_A	_5_k_8_C_8_j_9_D_6_e_1_d_5_F	_9_j_10_B_0_-_2_B_2_g_3_h_5_B	0.441
1xmp_A	_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j_2_c_1_c_2_m	_0_D_2_l_4_D_6_i_7_F_4_e_0_-_6_E_0_-_7_g_8_A_4_l_0_-_0_-_3_n	0.480
2k1f_A	_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F	_0_G_0_-_4_F_5_j_7_C_0_-_10_c_8_B	0.515
2diu_A	_4_E_5_k_0_-_8_C_8_j_9_D	_0_E_7_k_5_B_5_D_2_j_10_B	0.746
4pn7_A	_4_E_0_-_5_k_8_C_8_j_9_D_6_e_1_d_0_-_5_F_2_b_0_-_2_c_3_C_4_j	_0_G_2_e_6_m_3_G_0_-_4_D_6_n_3_c_6_p_6_G_5_l_3_E_5_h_4_B_3_i	0.355
3lbf_D	_0_i_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_0_-_3_C	_16_i_8_C_5_f_5_D_2_k_5_D_2_b_2_b_2_E_0_-_8_d_1_J_4_H	0.536
1ah7_A	_1_c_2_m_2_c_0_-_2_c_7_m_2_k_3_l_6_k_3_b_2_c_2_i	_0_b_1_l_6_h_1_i_13_b_16_m_3_m_17_l_15_k_1_b_0_-_3_i	0.671
3ay7_B	_0_i_4_E_5_k_8_C_8_j_9_D_6_e_1_d_0_-_5_F_2_b_2_c_3_C_0_-_0_-_4_j_2_c_0_-_1_c_2_m_2_c	_5_j_3_E_3_k_3_E_5_l_4_C_9_b_2_g_5_l_5_D_2_b_7_p_2_F_5_g_1_g_10_j_1_b_6_C_3_b_0_-_1_b	0.437
5lte_A	_0_i_4_E_5_k_0_-_8_C_8_j_9_D_0_-_0_-_6_e_1_d_5_F_0_-_2_b_2_c_3_C_4_j_0_-_2_c_1_c_2_m_2_c_0_-_0_-_2_c_7_m_2_k_3_l_6_k	_0_e_16_A_19_k_1_b_0_B_1_o_4_E_2_E_4_E_3_b_4_e_5_G_2_G_8_c_4_c_0_-_11_i_7_I_7_e_1_d_0_-_6_c_0_J_6_J_0_c_0_-_3_k_2_e_3_j	0.427
1mjd_A	_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C	_0_F_0_-_8_D_7_j_11_C_0_-_0_-_5_A_2_b_0_-_4_E	0.396
2fo1_E	_2_b_2_c_3_C_4_j_2_c_1_c_2_m_2_c_2_c_7_m_2_k_3_l_6_k_3_b_2_c_2_i	_0_f_24_e_0_-_10_j_16_c_2_e_0_-_16_f_10_d_0_-_21_j_0_-_0_-_8_b_11_d_5_g	0.404
2cu9_A	_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_0_-_2_b_2_c_0_-_3_C	_7_G_0_-_8_H_0_-_5_H_4_b_3_c_1_J_2_K_4_b_2_c_6_b_0_D	0.364
2wdz_A	_0_i_4_E_5_k_8_C_8_j_9_D_6_e_1_d_0_-_5_F_2_b_2_c_3_C_4_j_2_c_1_c_2_m_2_c_0_-_2_c	_4_j_3_E_2_k_0_E_5_k_4_C_9_b_2_g_5_l_2_E_2_b_9_p_1_G_5_f_0_-_2_h_9_j_1_b_6_C_3_c	0.484
2a3m_A	_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j_2_c	_0_B_0_-_6_B_0_-_1_c_0_-_4_b_32_e_0_-_9_h_3_f	0.378
3exr_A	_0_i_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j_2_c_1_c_2_m	_3_h_5_D_4_k_5_D_6_h_4_D_2_e_5_k_2_D_0_-_4_f_6_C_0_-_1_c_0_-_4_m	0.554
2zpt_X	_8_C_8_j_9_D_6_e_1_d_5_F_0_-_2_b_2_c_3_C_0_-_4_j_0_-_2_c_1_c_0_-_2_m_2_c_0_-_0_-_2_c_7_m_2_k_3_l_6_k_3_b_2_c_2_i	_0_B_0_-_2_B_1_d_1_d_8_D_5_j_6_b_3_c_6_A_3_A_0_e_6_C_3_b_3_c_3_E_2_k_9_h_8_j_5_D_0_e_0_-_1_j_0_-_6_i_2_e_29_c_2_l	0.442
2hda_A	_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C	_0_E_0_-_18_D_0_-_6_E_0_-_0_-_5_D_0_b_0_-_0_C	0.393
1a87_A	_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_0_-_2_b_2_c_3_C_0_-_4_j_2_c_1_c_2_m_2_c_2_c_7_m_0_-_2_k_3_l_6_k	_2_D_0_-_6_C_2_b_5_F_0_-_0_-_2_F_5_E_0_b_1_b_1_D_8_x_1_l_3_b_3_j_8_j_3_h_3_b_4_l_5_j_4_k_8_n_1_k	0.480
2ibd_A	_2_m_2_c_2_c_0_-_7_m_2_k_0_-_3_l_0_-_6_k_3_b_2_c_2_i	_0_n_6_f_4_f_7_n_4_m_1_h_2_b_3_l_2_f_9_j_0_-_2_c_9_k	0.483
6mtj_B	_2_c_1_c_2_m_2_c_2_c_7_m	_0_c_3_g_11_q_24_c_4_f_4_o	0.523
5vml_A	_0_i_4_E_5_k_8_C_8_j_9_D_0_-_6_e_1_d_5_F_2_b_2_c_3_C_4_j_2_c_1_c_2_m_0_-_2_c_2_c_7_m_2_k	_5_j_3_E_6_i_5_C_5_k_5_C_9_b_2_g_5_e_0_-_0_-_3_f_2_E_0_-_2_d_0_-_5_p_1_G_5_c_3_h_0_-_9_j	0.455
1j1i_A	_4_E_5_k_8_C_8_j_9_D_6_e_1_d_0_-_0_-_5_F_0_-_2_b_2_c_3_C_4_j_2_c_1_c_2_m_2_c_0_-_0_-_0_-_2_c_7_m	_0_F_0_-_2_G_0_-_4_D_8_d_3_c_4_D_16_k_6_E_0_k_1_b_0_-_0_F_12_j_0_-_8_j_1_m_6_c_6_E_7_i_3_E_6_c_1_l	0.432
2rih_A	_0_i_4_E_0_-_5_k_0_-_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j	_4_j_3_E_2_I_0_h_9_b_5_B_4_j_3_D_0_-_0_-_5_E_0_-_0_d_0_-_2_i	0.494
1nkq_A	_8_C_8_j_9_D_6_e_1_d_0_-_0_-_5_F_2_b_2_c_0_-_3_C_4_j_2_c_0_-_1_c	_3_C_7_d_4_C_0_-_1_b_26_B_5_B_1_F_10_b_1_b_0_G_2_A_0_i_4_d_9_A_0_f	0.370
1gd8_A	_5_k_8_C_0_-_8_j_9_D_6_e_1_d_0_-_5_F	_0_m_1_D_0_n_2_i_0_-_3_e_5_b_8_H_6_F	0.501
1ggp_A	_0_i_4_E_5_k_8_C_8_j_9_D_0_-_6_e_1_d_5_F_2_b_2_c_3_C_4_j_2_c_1_c_2_m_0_-_2_c_2_c	_0_j_24_E_0_-_6_E_0_-_5_D_3_C_5_e_15_g_0_-_3_b_0_-_1_A_1_k_5_e_0_-_10_k_3_A_2_g_1_h	0.391
5ls0_B	_4_E_5_k_8_C_8_j_9_D_0_-_6_e_0_-_1_d_5_F_2_b_0_-_2_c_3_C_0_-_4_j	_6_E_0_-_9_C_0_-_12_D_9_I_1_B_2_A_0_-_2_E_11_b_2_k_2_b_3_B_3_A_0_l	0.377
3r9l_A	_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j	_0_E_1_d_0_-_3_j_2_E_0_-_0_-_7_E_3_h_12_d_8_B_3_j	0.480
2zej_A	_0_i_4_E_5_k_8_C_8_j_9_D_6_e_1_d_0_-_5_F_2_b_2_c_3_C_4_j	_0_f_5_F_0_-_2_F_2_d_11_E_0_b_1_d_2_h_4_F_1_b_2_e_15_F_7_l	0.567
6ih6_D	_0_i_4_E_5_k_0_-_8_C_8_j_9_D_6_e_0_-_1_d_5_F_2_b_2_c_3_C_4_j_0_-_2_c_1_c_0_-_2_m	_9_e_3_B_6_l_2_h_19_D_3_k_2_D_8_c_2_B_2_e_3_C_0_-_13_d_5_D_8_h_3_E_3_b_12_c_5_B_8_n	0.506
3q1h_A	_0_i_4_E_5_k_8_C_0_-_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C	_12_i_4_C_0_f_8_C_10_B_2_f_5_C_3_f_0_-_5_E_15_b_0_-_0_H	0.501
3gju_A	_0_i_0_-_4_E_5_k_8_C_0_-_8_j_0_-_9_D_6_e_1_d_5_F_2_b_2_c_3_C_0_-_4_j_2_c_1_c_0_-_2_m_0_-_2_c_0_-_2_c_7_m_2_k_3_l_6_k_0_-_0_-_3_b_2_c_2_i	_0_g_8_c_8_C_1_B_5_C_2_c_8_k_11_f_10_D_2_m_0_-_7_D_16_b_0_-_10_C_4_b_6_k_6_b_0_-_0_E_15_j_3_D_12_d_5_C_1_b_7_D_1_k_12_l_2_n_5_E_3_D_11_b_0_-_1_j	0.376
2hl7_A	_2_c_7_m_2_k_0_-_3_l_6_k	_0_c_0_-_5_k_0_A_14_l_3_j	0.648
2rao_A	_1_c_2_m_2_c_2_c_7_m_2_k_3_l	_1_e_10_m_2_f_1_c_11_m_0_-_6_m	0.681
5kwb_A	_0_i_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_0_-_2_c_3_C_4_j_2_c_0_-_0_-_1_c_2_m_2_c_2_c	_1_f_1_G_3_b_4_A_0_-_1_G_2_f_6_d_9_H_0_b_1_B_5_d_11_D_3_A_10_c_21_E_2_F_11_b_3_A_15_b_15_b	0.361
1ox0_A	_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j_2_c_1_c_0_-_0_-_2_m_0_-_2_c_0_-_2_c_0_-_7_m_2_k_0_-_3_l_6_k_3_b_2_c_2_i	_0_I_5_i_4_B_0_-_12_B_6_c_2_d_0_-_3_l_9_b_0_E_5_k_1_b_4_d_3_i_5_A_4_m_5_G_4_h_28_H_0_e_6_I_12_k_3_b_3_A_6_l_4_B_0_-_2_c_3_m	0.372
5hei_A	_0_i_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_0_-_2_b_2_c_3_C_4_j_2_c_0_-_0_-_1_c_2_m_2_c_2_c	_0_f_0_-_14_k_0_-_3_b_3_E_2_i_4_d_2_G_1_h_6_b_2_p_3_D_0_-_0_c_2_g_5_I_13_c_10_n_7_g_8_f	0.446
4fb3_A	_0_i_0_-_4_E_0_-_5_k_8_C_8_j_9_D	_1_g_2_c_1_G_4_J_0_g_10_C_2_f_6_D	0.463
1juq_A	_2_c_7_m_2_k_3_l_6_k_3_b_2_c_2_i	_0_g_0_-_9_k_3_k_4_k_0_-_4_g_2_j	0.452
2trx_A	_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j	_0_B_0_-_15_F_4_l_4_F_0_-_6_c_7_E_0_-_0_-_2_F_4_k	0.406
2pst_X	_4_E_5_k_8_C_0_-_8_j_9_D_6_e	_0_E_0_-_4_D_8_G_1_j_0_-_6_g	0.489
3et6_A	_0_i_4_E_0_-_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C	_10_l_3_D_5_D_8_m_8_J_13_j_6_C_0_e_3_b_5_C_0_-_0_-_7_E	0.435
1itz_A	_0_i_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_0_-_0_-_2_b_2_c_3_C_4_j_0_-_2_c_0_-_1_c_2_m_2_c_2_c_7_m_0_-_0_-_2_k_0_-_3_l_6_k_3_b_2_c_0_-_2_i	_5_j_20_C_2_k_6_c_30_n_11_D_1_d_1_j_5_F_2_A_2_A_0_b_5_f_3_D_6_k_5_E_13_b_6_j_10_f_2_o_1_j_6_c_12_l_3_D_3_c_25_j_6_F_0_m_4_D_3_b_11_e_5_B_4_k	0.411
3eph_A	_4_E_5_k_8_C_0_-_0_-_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j_2_c_1_c_0_-_2_m_0_-_2_c_2_c_0_-_7_m_2_k_0_-_3_l_6_k_3_b_2_c_0_-_0_-_2_i	_0_F_5_j_1_D_18_b_5_A_12_l_4_D_3_g_14_f_0_-_7_f_2_c_0_-_7_k_3_e_0_-_8_G_2_m_2_j_6_b_3_c_4_f_3_o_5_b_4_D_13_i_11_f_1_b_1_b_6_G_5_D_1_g	0.399
6w1s_Z	_4_j_2_c_1_c_2_m_2_c_2_c_7_m	_0_k_3_h_1_b_1_k_12_f_3_g_1_l	0.533
2a5j_A	_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j_0_-_2_c_1_c_0_-_2_m	_0_G_6_i_9_G_0_-_2_G_4_b_5_c_4_F_0_-_3_d_0_-_1_j_5_F_4_b_4_j_2_D_7_m	0.470
4xgc_B	_0_i_4_E_5_k_8_C_0_-_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j_2_c_1_c_2_m_2_c_2_c_7_m_2_k_3_l_0_-_0_-_6_k	_1_h_3_C_6_f_9_D_7_f_14_k_6_D_9_j_0_-_5_D_5_b_3_e_2_C_0_-_9_d_0_-_0_-_8_i_0_-_2_l_9_i_6_k_4_C_2_C_4_j	0.473
6sl5_1	_2_c_7_m_2_k_3_l_6_k_3_b	_7_f_14_n_12_b_8_t_4_i_6_b	0.410
1v86_A	_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F	_0_F_0_-_2_F_5_j_0_-_0_-_20_c_5_D	0.414
1zbd_B	_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_0_-_4_j_2_c	_0_k_0_-_4_j_25_B_0_-_0_-_6_B_0_-_0_-_3_B_9_B_0_j_2_c	0.404
5k24_A	_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j_2_c_1_c	_0_D_0_-_2_D_8_j_1_E_0_-_8_c_4_C_0_-_10_m_4_D_6_j_4_j_6_h	0.474
6qss_B	_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j_2_c_1_c_2_m_2_c_0_-_0_-_0_-_2_c_7_m_2_k_3_l	_0_G_3_j_3_F_5_l_4_D_0_-_2_b_5_C_0_-_11_n_6_D_4_l_0_D_0_-_3_l_3_b_0_F_6_H_2_A_0_e_7_n_0_-_4_l	0.374
1eb6_A	_0_i_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j_2_c_1_c_2_m	_2_g_0_-_4_m_8_B_0_-_13_C_0_-_0_b_1_C_0_-_1_e_0_-_12_i_16_d_3_d_2_k	0.414
6v5m_A	_4_E_0_-_0_-_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_0_-_3_C_0_-_0_-_0_-_4_j	_0_E_2_H_5_I_0_-_4_C_5_i_8_D_5_c_2_e_3_D_0_-_0_h_7_B_7_C_2_C_11_C_4_D_21_j	0.405
3k8p_C	_0_i_0_-_4_E_5_k_8_C_0_-_0_-_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j_2_c_1_c_2_m_2_c_2_c_7_m_2_k_3_l	_2_f_3_b_3_C_0_-_2_C_1_m_7_l_8_k_8_s_14_a_6_d_0_-_4_h_8_c_0_-_6_i_2_c_3_b_3_m_3_d_5_c_0_-_2_j_4_m	0.490
7pat_n	_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j	_0_m_5_F_0_-_4_F_0_-_0_-_4_E_13_j_0_-_4_C_8_i	0.359
2f2h_A	_0_i_0_-_4_E_5_k_8_C_0_-_8_j_9_D_0_-_6_e_1_d_5_F_2_b_2_c_3_C_4_j_2_c_1_c_2_m_2_c_0_-_2_c_7_m_2_k_3_l_0_-_6_k_0_-_3_b_0_-_0_-_2_c_2_i	_3_j_7_c_1_C_8_k_6_C_1_b_18_i_3_E_2_A_6_f_0_-_20_C_0_-_4_l_4_C_0_-_0_-_0_-_17_o_4_b_2_B_6_b_3_A_0_-_7_l_6_C_9_j_3_C_8_b_2_t_4_A_1_c_4_b	0.395
1y7u_A	_9_D_6_e_1_d_5_F_2_b_2_c_0_-_3_C	_0_B_0_-_0_c_1_E_2_b_8_e_3_h_2_C	0.577
5aov_A	_4_E_5_k_8_C_8_j_9_D_6_e_0_-_1_d_5_F_0_-_2_b_2_c_3_C_4_j_0_-_2_c_0_-_1_c_2_m_2_c_0_-_2_c_7_m_2_k_0_-_3_l_0_-_6_k_3_b_2_c	_0_C_5_g_3_C_8_i_2_C_7_d_6_C_9_e_3_B_6_m_1_h_2_d_17_D_3_j_4_D_5_f_2_A_2_f_2_C_13_e_5_C_3_b_0_-_2_i_4_C_10_c_4_B_8_n_0_-_12_c	0.371
2iuj_A	_0_i_4_E_0_-_5_k_8_C_0_-_8_j_9_D_6_e_0_-_1_d_5_F_2_b_2_c_3_C_0_-_4_j_2_c_0_-_1_c_2_m_2_c_2_c_0_-_7_m_2_k_3_l_6_k_3_b	_7_g_10_D_5_I_5_b_2_D_6_n_12_j_0_-_5_i_2_j_6_d_3_j_5_b_1_g_2_B_7_B_5_p_3_c_3_h_6_b_11_k_5_d_3_c_19_g_1_e_5_k_23_p_0_-_6_b	0.379
3puk_A	_0_i_0_-_4_E_0_-_5_k_0_-_8_C_8_j_0_-_9_D_0_-_6_e_0_-_0_-_1_d_5_F_2_b_0_-_2_c_3_C_0_-_4_j_2_c_1_c_2_m_2_c_2_c_7_m_2_k_3_l_6_k_3_b_2_c_2_i	_1_h_5_d_1_E_12_D_3_j_1_b_6_D_5_h_5_E_4_D_2_C_4_d_8_o_4_C_6_l_15_F_0_b_11_g_3_b_0_B_8_B_0_-_15_d_18_i_3_m_5_j_13_c_0_-_10_k_5_i_7_h_22_b_0_-_8_g	0.430
2ko7_A	_4_E_0_-_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b	_5_E_11_I_0_-_4_C_0_b_4_C_7_f_0_-_7_E_1_b	0.454
2g9n_A	_0_i_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j_0_-_2_c_1_c_2_m_2_c	_4_i_0_-_5_i_4_C_7_i_8_C_3_f_2_d_6_C_0_-_0_-_16_C_1_h_9_C_1_e_4_e_7_D_4_e	0.519
1stn_A	_4_E_5_k_8_C_0_-_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j_2_c	_2_E_0_-_2_F_2_A_14_k_4_D_0_-_0_-_11_F_2_A_0_f_4_A_10_k_3_c	0.445
2e7k_A	_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C	_0_D_0_-_4_E_0_-_4_d_7_D_2_A_4_h_7_C	0.422
5vth_A	_5_k_8_C_8_j_9_D_0_-_6_e_1_d_5_F_2_b_2_c_3_C_4_j_2_c_1_c_2_m_2_c_2_c_0_-_7_m_2_k_3_l_6_k_3_b_2_c	_0_k_2_G_0_-_4_D_5_A_1_l_6_b_1_C_1_b_7_b_3_C_0_j_0_-_0_-_2_j_2_i_0_-_25_A_0_-_1_j_0_-_6_j_0_-_8_c	0.352
5opt_a	_5_k_8_C_0_-_8_j_9_D_6_e_1_d_5_F	_0_k_2_A_1_c_7_j_4_B_0_-_0_-_9_C	0.447
7jny_A	_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j	_0_C_18_b_0_F_0_-_0_-_9_E_0_-_0_-_4_C_4_j	0.387
1nnl_B	_0_i_4_E_5_k_0_-_8_C_0_-_0_-_0_-_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j_2_c	_8_i_3_H_0_i_4_b_0_C_1_B_5_C_4_b_3_k_4_D_0_-_2_d_6_D_0_-_6_c_5_A_0_-_2_e	0.485
2gyk_B	_0_i_4_E_5_k_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j	_11_e_4_A_2_f_3_A_2_k_4_b_2_g_8_b_8_C_3_b_6_b_0_C_1_g	0.437
1u9y_A	_0_i_0_-_4_E_0_-_0_-_5_k_8_C_8_j_9_D_6_e_0_-_1_d_5_F_2_b_2_c_3_C_0_-_4_j_0_-_2_c_0_-_0_-_1_c	_4_i_4_A_1_D_5_D_7_D_5_l_5_D_19_j_2_D_4_e_4_C_2_g_7_C_0_-_2_k_3_C_13_F_4_j_5_F_6_g_3_D_7_B_2_d	0.388
4usj_C	_4_E_5_k_0_-_8_C_8_j_9_D_0_-_6_e_1_d_5_F_2_b_2_c_3_C_4_j	_0_G_1_k_6_F_8_B_0_-_2_B_5_J_0_l_0_-_7_G_0_-_11_d_0_-_5_h	0.366
4a6t_C	_0_i_0_-_4_E_0_-_0_-_0_-_5_k_0_-_8_C_8_j_9_D_6_e_1_d_5_F_2_b_0_-_2_c_3_C_4_j_0_-_2_c_0_-_1_c_0_-_0_-_2_m_2_c_2_c_7_m_2_k	_0_j_7_f_4_E_1_C_4_C_2_c_8_k_12_k_4_F_2_m_7_D_8_e_3_c_9_C_4_c_5_n_1_b_0_E_15_j_2_D_13_d_5_C_1_b_7_E_0_h_13_l_2_c_0_-_0_-_5_j	0.372
4bma_A	_0_i_4_E_5_k_0_-_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_0_-_4_j_2_c_0_-_1_c_2_m	_2_g_3_E_10_i_3_F_9_D_0_-_2_D_1_b_2_d_13_I_0_d_1_f_3_D_8_D_2_f_2_b_0_D_2_c_14_m	0.485
5jh1_A	_0_i_4_E_0_-_5_k_0_-_8_C_8_j_9_D_6_e_1_d_5_F_2_b_2_c_3_C_4_j_0_-_2_c_1_c_2_m_2_c_2_c_7_m_2_k_3_l_6_k_3_b_2_c_2_i	_12_j_3_B_2_b_2_k_5_b_1_F_4_k_6_D_4_j_0_-_6_C_0_-_3_i_6_D_7_i_2_D_5_b_1_b_0_-_2_b_0_-_0_-_1_i_0_-_3_j_3_A_6_g_8_h	0.396
