6ei0_N	_1_j_5_b_12_m_15_q_12_j	_0_q_4_b_1_o_6_q_4_p	0.500
5det_B	_1_D_2_c_1_g_9_m_21_B_4_D_0_b_11_e_1_j_0_-_5_b	_0_D_0_-_7_g_0_-_5_F_6_E_0_-_0_-_2_j_13_C_8_b	0.446
3zij_B	_7_k_1_D_2_c_1_g_9_m_21_B_4_D_0_b_11_e	_4_j_5_C_4_d_0_-_0_-_12_C_2_C_0_-_3_g	0.422
3qze_B	_1_C_0_f_5_g_10_C_2_k_2_n_0_-_2_j_0_-_5_o_2_o_7_k_1_D_2_c_1_g_0_-_9_m_21_B_0_-_4_D_0_b_11_e_1_j_5_b_12_m_15_q_12_j_2_B_1_i	_0_D_12_k_0_-_3_C_6_b_2_l_5_C_5_k_4_D_0_-_0_-_8_k_4_D_1_c_5_g_4_E_4_i_5_C_5_e_4_C_1_b_0_-_2_j_0_-_3_m_0_-_7_h_0_-_16_k	0.439
5lxq_B	_21_B_4_D_0_b_11_e_1_j_0_-_5_b_0_-_12_m_15_q_12_j_2_B_1_i_5_i_2_f	_0_D_2_F_0_-_0_-_6_j_1_E_7_e_3_C_10_m_0_-_0_-_4_E_5_j_4_j_6_h	0.440
7s3d_O	_2_c_0_-_1_C_0_f_5_g_10_C_0_-_2_k	_0_d_2_G_3_C_0_-_0_-_5_C_2_F_2_j	0.436
1kwg_A	_8_B_0_m_8_k_0_-_2_e_2_h_14_i_8_F_2_I_9_c_0_-_7_l_0_-_5_o_0_-_3_c_2_c_0_-_1_C_0_-_0_f_5_g_10_C_2_k_2_n_2_j_0_-_5_o_2_o_7_k_1_D_2_c_1_g_9_m_21_B_4_D_0_b_0_-_11_e	_0_C_2_b_2_k_3_C_4_c_0_-_9_j_4_D_0_-_7_e_1_b_22_m_5_D_15_l_2_g_3_b_5_b_12_s_4_B_1_A_8_f_0_-_3_D_1_f_4_e_8_j_4_E_17_j_5_C_24_k_11_C_0_-_2_h_8_k_5_C_10_C_7_g_5_B_19_d	0.359
1fob_A	_1_C_0_f_5_g_10_C_2_k_2_n_2_j_5_o_2_o_7_k_1_D_2_c_1_g_9_m_21_B_4_D_0_b_11_e_1_j_5_b_0_-_12_m_0_-_15_q_12_j_2_B_0_-_1_i	_0_D_3_e_14_g_3_E_10_k_3_E_0_-_22_o_0_-_0_-_6_C_3_b_0_-_11_l_0_-_8_E_0_-_0_-_5_k_5_b_2_D_10_l_3_D_15_b_6_l_4_F_25_A_2_e	0.392
1rh6_A	_1_D_2_c_1_g_9_m_21_B_4_D	_0_A_1_e_7_h_3_A_3_B_2_D	0.518
5npa_A	_2_h_14_i_8_F_2_I_9_c_7_l	_0_h_0_-_6_G_6_G_2_F_2_l	0.487
7ubq_A	_5_o_3_c_2_c_1_C_0_f_5_g_10_C_2_k_2_n_2_j_5_o_2_o_7_k_1_D_2_c_1_g_0_-_9_m_21_B_0_-_4_D_0_b_11_e	_0_m_4_b_0_-_1_D_0_-_5_i_3_C_2_k_5_C_5_i_2_D_0_-_2_h_8_F_0_-_12_j_4_G_7_n_7_B_6_f_3_C_0_-_1_c	0.397
4kms_B	_1_C_0_f_5_g_10_C_2_k_2_n_2_j_5_o_2_o_7_k_1_D_2_c_1_g_9_m_21_B_0_-_4_D_0_b_11_e_1_j_5_b	_0_C_5_j_0_-_3_E_0_-_0_-_3_j_2_C_0_-_5_l_5_C_9_b_2_f_6_l_2_E_6_o_4_G_0_-_7_e_8_j_1_b	0.439
3p8r_A	_0_m_8_k_2_e_2_h_14_i_8_F_2_I_9_c_7_l_5_o_3_c_0_-_2_c_1_C_0_f_5_g_10_C_2_k_2_n_2_j_0_-_5_o_2_o_7_k	_0_m_0_-_0_-_8_i_5_j_0_-_0_-_5_b_1_m_0_-_2_c_3_n_4_c_0_-_2_j_4_i_0_-_7_g_0_-_5_j_3_c_2_p_6_q_7_j	0.392
3ke4_A	_1_C_0_f_5_g_10_C_2_k_2_n_2_j_5_o_2_o	_0_D_0_-_0_-_1_C_3_n_5_p_12_m_13_p_6_p	0.455
4xk2_A	_1_C_0_f_5_g_10_C_2_k_0_-_0_-_2_n_0_-_2_j_5_o_2_o_7_k_1_D_2_c_1_g_9_m_21_B_4_D_0_b_11_e_1_j_5_b_12_m_15_q_12_j_2_B_1_i_5_i_2_f	_1_C_5_k_0_-_4_D_2_k_3_b_1_E_14_l_4_E_8_k_3_E_0_-_4_k_4_F_6_b_2_g_0_-_0_-_2_D_0_-_0_-_0_-_0_-_21_m_0_-_3_i_4_E_4_g_8_j_8_c	0.367
1i8o_A	_8_k_2_e_2_h_14_i_8_F_2_I_9_c_7_l	_0_j_32_g_6_h_1_j_0_-_0_-_3_b_13_j	0.482
2i96_A	_1_D_2_c_1_g_9_m_21_B_4_D_0_-_0_b_11_e_1_j	_0_A_0_-_1_f_0_-_0_A_2_D_3_C_12_c_8_d_4_h	0.436
3tjn_A	_2_e_2_h_14_i_8_F_2_I_0_-_9_c	_0_c_0_-_2_j_0_G_8_I_5_D_0_c	0.508
6k55_B	_0_k_10_j_8_B_0_m_8_k_0_-_2_e_2_h_14_i_8_F_2_I_9_c_0_-_7_l_5_o_3_c_0_-_2_c_1_C_0_f_5_g_10_C_2_k_2_n_2_j_5_o_2_o_7_k_1_D_0_-_2_c_1_g_9_m_21_B_4_D_0_b_11_e	_3_j_5_i_6_B_2_c_4_l_3_F_22_c_6_f_2_b_3_E_0_-_4_e_4_c_2_l_5_E_3_c_2_l_4_b_3_C_0_-_0_-_18_A_0_-_2_A_0_b_0_-_0_-_11_l_6_D_8_A_2_A_11_g_0_-_22_D_2_E_26_b_27_h	0.358
1tu7_A	_7_k_1_D_2_c_1_g_9_m_21_B_4_D_0_b_0_-_11_e_1_j_5_b_12_m_15_q_12_j_2_B_1_i	_3_j_5_D_1_b_4_b_0_-_7_C_2_C_1_j_7_r_1_f_5_j_3_b_10_l_0_-_8_j_0_-_2_j	0.534
4awx_B	_7_k_1_D_2_c_1_g_9_m_21_B_4_D	_0_j_0_-_0_-_4_f_4_k_2_D_2_D	0.477
3c3m_A	_3_c_2_c_1_C_0_f_5_g_10_C_2_k_2_n_2_j	_5_d_2_b_2_D_0_-_2_i_4_C_5_i_17_e_13_k	0.566
2wbl_B	_10_j_8_B_0_m_8_k_2_e_2_h_14_i_8_F_2_I_9_c_7_l_0_-_0_-_5_o_3_c_2_c_1_C_0_f_5_g_10_C_2_k_2_n_2_j_5_o	_0_j_0_-_13_n_8_n_0_-_0_-_0_-_1_H_5_H_1_c_1_m_8_A_18_A_7_s_6_c_6_d_0_-_1_g_5_e_0_-_6_m_4_m_7_h_3_u	0.407
2aa1_B	_7_l_5_o_3_c_2_c_1_C_0_f_5_g_10_C_2_k_2_n_2_j_5_o_2_o	_0_k_2_l_1_e_1_b_0_-_5_e_0_-_0_-_1_j_2_d_4_i_10_o_2_n	0.428
2lx9_A	_1_D_2_c_1_g_9_m_21_B_4_D_0_b_11_e	_0_E_0_-_6_h_7_F_6_C_4_C_0_-_1_e	0.400
1ppj_C	_10_C_2_k_2_n_2_j_5_o_0_-_2_o_7_k_1_D_2_c_1_g_9_m_21_B_4_D_0_b_11_e_1_j_5_b_12_m_0_-_15_q_12_j_2_B_1_i	_0_B_4_b_1_n_9_j_3_s_1_b_1_p_4_l_0_-_0_-_4_h_6_t_13_B_0_-_0_q_7_c_15_j_0_-_4_l_1_c_11_o_7_k_0_-_5_j	0.448
1hdf_A	_1_D_2_c_0_-_1_g_9_m_21_B_4_D_0_b_0_-_0_-_11_e	_10_E_0_b_0_F_6_b_0_-_9_C_3_E_2_b_3_C_3_B_2_c	0.355
2hr2_A	_2_n_2_j_5_o_2_o_7_k_1_D_2_c_1_g	_0_o_2_i_13_m_3_m_6_m_0_-_8_e_15_j	0.521
4kpd_A	_0_k_10_j_8_B_0_m_8_k_2_e_2_h_14_i_8_F_2_I_9_c_7_l_5_o_3_c_0_-_0_-_2_c_1_C_0_f_5_g_10_C_2_k_2_n_2_j	_0_i_1_g_0_-_3_m_6_k_2_b_0_-_2_r_4_A_2_A_1_b_4_p_5_q_12_g_10_h_5_r_2_c_0_-_13_h_2_i_0_-_5_k_2_p_6_i	0.405
1chd_A	_2_h_0_-_14_i_0_-_0_-_8_F_2_I_9_c_7_l_5_o_3_c_2_c_1_C_0_f_0_-_5_g_10_C_2_k	_3_h_8_E_5_j_3_C_10_C_5_F_2_F_0_-_11_j_0_-_1_b_0_-_0_D_8_h_3_D_9_f_5_B_1_j	0.465
8ruc_A	_8_k_2_e_2_h_14_i_8_F_2_I_9_c_7_l_5_o_3_c_0_-_2_c_1_C_0_f_5_g_10_C_2_k_2_n_2_j_5_o_2_o_7_k_1_D_2_c_1_g_9_m_21_B_4_D_0_b_0_-_11_e_0_-_1_j_0_-_5_b_12_m_15_q_0_-_12_j_2_B_0_-_0_-_1_i_5_i	_5_i_10_d_2_c_0_-_2_F_7_F_1_b_5_h_0_-_2_b_3_I_2_c_0_-_0_-_9_g_6_B_10_k_18_n_7_A_0_-_0_-_5_k_3_D_0_c_0_-_1_k_0_-_2_D_3_d_5_A_1_j_3_B_11_j_2_A_3_b_0_-_5_A_7_D_4_j_4_B_2_c_5_n_4_j_4_i	0.422
2a9k_A	_14_i_8_F_2_I_9_c_7_l_0_-_5_o_3_c_2_c_1_C_0_f_5_g_10_C_2_k_2_n	_6_i_12_H_2_H_0_-_7_i_2_F_3_m_0_-_0_-_6_E_1_e_4_i_3_C_0_-_8_m	0.449
4e6k_G	_1_C_0_-_0_f_5_g_10_C_2_k	_0_B_4_A_0_h_5_g_0_-_9_k	0.644
2pyw_B	_2_h_14_i_0_-_8_F_2_I_9_c_7_l_5_o_3_c_2_c_1_C_0_f_5_g_10_C_0_-_2_k_2_n_2_j_5_o_2_o_7_k_1_D_2_c_1_g_9_m_21_B_0_-_4_D_0_-_0_b_0_-_11_e_1_j_0_-_5_b_12_m_15_q_12_j	_0_f_2_f_2_C_7_E_4_E_0_-_17_l_0_-_1_b_0_-_3_D_0_-_0_-_4_C_7_A_0_e_0_-_7_k_0_-_8_p_0_-_0_-_3_b_13_f_3_l_3_B_5_b_0_B_4_B_2_b_1_B_2_o_7_r_16_t_5_c_0_-_4_p_3_j	0.352
1vdk_A	_1_C_0_f_5_g_10_C_2_k_2_n_2_j_5_o_2_o_7_k_1_D_2_c_1_g_9_m_21_B_4_D_0_b_11_e_0_-_1_j_0_-_5_b_0_-_0_-_12_m_15_q_12_j_2_B_1_i_5_i_0_-_2_f	_0_C_0_-_0_-_2_C_8_h_11_n_5_l_4_b_11_m_21_l_0_-_0_-_0_-_5_m_4_E_2_F_0_-_0_r_0_A_16_k_4_A_5_c_2_r_10_A_17_p_10_q_1_b_1_A_1_g_3_j_2_c_10_f	0.406
6qo5_A	_7_k_1_D_2_c_1_g_9_m_21_B_4_D_0_b_11_e_0_-_1_j_5_b_12_m_15_q_12_j_2_B_0_-_1_i_5_i_2_f	_0_i_0_-_4_b_3_f_4_n_0_-_0_-_0_-_5_f_3_r_2_k_0_-_1_l_8_k_6_j_5_t_2_t_2_m_10_f_3_f	0.356
5n13_A	_0_m_8_k_2_e_2_h_14_i_8_F_2_I_9_c_7_l_5_o	_0_l_1_i_13_c_6_h_0_-_0_-_0_-_0_-_6_m_5_m	0.359
5t0h_X	_1_D_2_c_1_g_9_m_21_B_4_D	_0_A_0_-_0_g_3_k_6_B_4_B	0.497
2pwq_A	_7_k_1_D_2_c_1_g_9_m_21_B_0_-_4_D_0_b_11_e_1_j_5_b_12_m	_0_l_5_D_0_-_0_-_0_-_6_F_10_F_10_C_14_A_2_e_6_k_9_h_1_l	0.388
2ewm_B	_1_C_0_f_0_-_5_g_10_C_2_k_2_n_2_j_5_o_2_o_7_k_1_D_2_c_1_g_9_m_21_B_4_D_0_b_11_e_0_-_1_j_5_b	_0_E_4_j_2_F_4_g_5_D_5_j_7_C_14_g_0_-_0_-_5_l_3_E_2_c_0_-_6_p_0_-_1_G_5_c_2_f_2_c_9_i_2_b	0.409
2dyj_A	_9_m_0_-_21_B_4_D_0_b_11_e_1_j_0_-_5_b	_0_m_4_b_3_F_5_F_0_-_4_i_1_h_9_E_0_b	0.472
7k1v_A	_10_j_8_B_0_m_8_k_2_e_2_h_14_i_8_F_2_I_9_c_0_-_0_-_7_l_5_o_3_c_2_c_1_C_0_f_5_g_10_C_2_k_2_n_2_j_5_o_2_o_7_k_1_D_2_c_1_g_9_m_21_B_4_D_0_b_11_e_1_j_5_b_12_m_15_q_12_j_2_B_0_-_1_i_5_i_0_-_2_f	_5_e_8_A_3_n_16_c_1_d_3_k_3_k_18_B_0_-_10_c_5_b_2_b_7_l_0_-_6_d_0_-_7_B_0_f_7_e_8_C_5_i_2_l_6_i_13_c_1_f_4_h_0_-_3_n_8_h_28_n_17_A_6_A_16_n_2_d_12_i_1_g_14_k_2_e_12_i_5_A_2_d_1_b_5_c_2_b_4_e	0.416
1r7h_A	_7_k_1_D_2_c_1_g_9_m_21_B_4_D_0_b_11_e	_4_j_5_C_0_-_4_h_0_-_7_C_2_C_0_-_3_h	0.448
5tvg_A	_8_B_0_m_8_k_2_e_2_h_14_i_0_-_8_F_2_I_0_-_9_c_7_l_5_o_0_-_3_c_2_c_1_C_0_f_5_g_10_C_2_k_0_-_2_n_0_-_2_j_5_o_2_o_7_k_1_D_2_c_1_g_0_-_0_-_9_m_21_B_0_-_4_D_0_b_0_-_11_e_0_-_1_j_5_b_12_m_15_q_12_j	_0_F_0_-_0_-_3_c_0_-_5_k_2_H_8_D_2_G_1_b_13_c_10_n_0_-_7_D_1_b_2_f_6_C_7_c_5_g_4_C_2_k_3_C_3_C_2_F_6_i_0_-_0_-_4_i_3_E_4_b_1_k_1_b_3_E_8_o_7_C_5_i_2_C_8_h_7_D_3_c_5_B_4_k_0_-_2_m_0_-_2_j	0.405
2hmx_A	_1_g_9_m_21_B_4_D_0_b_11_e_1_j_5_b_12_m_15_q_12_j	_0_f_0_-_2_A_7_A_0_-_0_-_1_l_2_d_1_m_1_m_6_h	0.355
1sq5_D	_10_C_2_k_2_n_2_j_5_o_2_o_0_-_7_k_1_D_2_c_1_g_0_-_9_m_21_B_0_-_0_-_0_-_4_D_0_b_11_e_1_j_5_b_12_m_15_q_12_j_2_B_1_i_5_i_2_f	_0_D_0_d_0_-_8_i_5_b_5_q_8_F_5_j_8_D_0_c_3_e_9_b_2_j_6_B_2_A_4_A_5_B_3_D_7_b_9_c_2_E_0_-_2_m_0_-_7_f_0_-_2_j_5_b_5_e	0.388
6cty_A	_1_C_0_f_5_g_10_C_2_k_2_n_2_j_5_o_2_o_7_k_1_D_2_c_1_g_9_m_21_B_0_-_4_D_0_b_11_e_1_j_5_b_12_m_15_q_12_j_2_B_1_i_5_i_0_-_2_f	_3_C_4_j_0_-_4_C_10_k_7_D_8_h_3_B_0_-_17_k_3_B_0_-_10_g_5_e_5_B_5_g_5_D_1_d_2_d_0_-_5_b_0_-_0_-_8_j_5_B_8_c_12_j_3_d_5_e	0.384
5b6b_F	_0_f_5_g_10_C_2_k_2_n_2_j_5_o_0_-_2_o_7_k	_0_e_6_d_0_-_0_-_7_o_33_l_17_o_3_d_3_m_4_k	0.477
4s1n_A	_1_C_0_f_0_-_5_g_10_C_2_k_2_n_2_j_5_o_2_o_7_k_1_D_2_c_0_-_1_g_9_m_21_B_4_D	_0_C_5_h_2_E_6_g_3_B_0_-_0_-_2_b_0_-_0_-_3_k_4_C_7_c_6_D_11_g_0_-_6_D_9_D	0.420
2j0v_A	_1_D_2_c_1_g_9_m_21_B_4_D_0_b_0_-_11_e_1_j_0_-_5_b_12_m_15_q_12_j_2_B_1_i	_0_G_0_-_5_i_0_-_14_E_4_F_11_b_4_F_3_e_5_f_5_E_1_c_2_d_0_-_7_j_3_C_8_k	0.430
3n2n_A	_2_e_2_h_14_i_8_F_2_I_9_c_7_l_0_-_5_o_3_c_2_c_1_C_0_f_5_g_10_C_2_k_2_n	_2_b_0_-_3_k_5_G_3_G_2_j_9_l_5_H_5_l_0_-_0_-_3_E_5_f_3_b_0_B_0_-_0_m	0.369
4l9m_A	_0_k_10_j_8_B_0_m_0_-_0_-_8_k_2_e_2_h_0_-_14_i_8_F_2_I_9_c_7_l_5_o_3_c_2_c_1_C_0_f_5_g_10_C_2_k_2_n_2_j_5_o_2_o_7_k_1_D_2_c_1_g_0_-_9_m_21_B_4_D	_0_i_12_j_0_-_3_m_3_m_2_d_1_m_3_d_3_g_19_m_3_h_0_-_0_-_7_p_5_m_3_j_2_c_2_e_0_-_2_k_6_g_0_-_9_k_11_n_8_i_6_j_18_n_0_-_7_A_0_-_0_h_15_A_1_l_10_C_21_C	0.470
6fea_A	_2_e_2_h_14_i_8_F_2_I_9_c_7_l_5_o_3_c_2_c_1_C_0_f_5_g_10_C_2_k_2_n_2_j_5_o_2_o_7_k_1_D_2_c_1_g_0_-_9_m_21_B_0_-_4_D_0_b_11_e_0_-_1_j_5_b_12_m_15_q_0_-_12_j_2_B_1_i_0_-_5_i_0_-_2_f	_0_b_3_e_0_-_0_B_0_-_6_b_0_-_0_-_19_a_7_b_4_D_2_d_14_c_2_A_0_-_0_-_4_e_0_-_0_-_2_k_5_E_1_d_4_j_4_D_10_k_13_F_2_l_2_F_4_c_2_b_2_C_2_l_3_B_5_l_2_q_3_E_2_k_2_F_4_i_5_C_3_j_3_C_1_i	0.354
4er9_A	_0_m_8_k_2_e_0_-_2_h_14_i	_0_m_3_m_5_b_7_q_3_g_2_i	0.587
3gzl_A	_0_m_0_-_8_k_2_e_2_h_14_i	_0_l_4_b_14_k_6_c_0_-_5_i	0.645
1ynj_K	_1_g_9_m_21_B_4_D_0_b_11_e_1_j_5_b	_0_e_5_l_14_A_6_A_0_-_0_-_3_h_13_c	0.398
2cqg_A	_7_k_1_D_0_-_2_c_1_g_9_m_21_B_4_D	_7_j_2_G_6_H_0_-_2_h_0_-_2_B_2_E	0.425
3mfq_A	_10_j_8_B_0_m_8_k_2_e_0_-_2_h_0_-_14_i_8_F_2_I_9_c_7_l_5_o_3_c_2_c_1_C_0_f_5_g_10_C_2_k_2_n_2_j_0_-_5_o	_2_j_4_C_0_-_0_-_14_h_2_C_9_f_1_A_6_b_2_A_6_A_3_b_1_l_4_s_4_b_0_-_1_B_6_e_0_-_3_B_12_k_3_B_7_j_6_B_21_m	0.379
2aj6_A	_0_m_8_k_2_e_2_h_14_i_8_F_2_I_0_-_9_c_7_l	_0_m_8_g_2_d_0_-_0_-_3_G_2_H_7_F_1_b_4_k	0.489
7swh_A	_0_k_10_j_8_B_0_m_8_k_0_-_2_e_2_h_0_-_14_i_8_F_2_I_9_c_7_l_5_o_3_c_2_c_1_C_0_f_5_g_10_C_2_k_2_n_2_j_5_o_2_o_7_k_1_D_2_c_1_g_0_-_9_m_21_B_4_D_0_b_11_e_0_-_1_j	_19_j_12_k_3_D_0_-_2_j_5_C_5_d_6_a_3_C_6_k_2_F_0_-_0_-_11_l_4_D_0_-_10_c_3_D_0_-_0_-_12_D_1_k_0_-_6_j_0_-_2_n_0_-_7_B_1_b_3_i_6_D_3_j_4_A_9_B_0_-_11_e_6_D_5_k	0.373
1nrf_A	_8_B_0_-_0_m_0_-_8_k_2_e_2_h_14_i_8_F_0_-_2_I_0_-_9_c_7_l	_4_D_1_d_5_l_27_f_2_j_1_i_23_k_6_j_0_D_2_J_5_I_4_I_0_-_4_l	0.420
1knv_A	_2_c_1_C_0_f_5_g_10_C_2_k_2_n_2_j_5_o_2_o_7_k_1_D_2_c_1_g_9_m_21_B_4_D_0_b_11_e_1_j_0_-_5_b_12_m_0_-_15_q_0_-_12_j_0_-_2_B_1_i	_0_b_3_C_0_-_0_-_6_C_1_g_9_n_0_-_6_r_0_-_0_-_4_D_8_c_0_-_2_l_0_-_14_D_1_b_2_c_7_g_1_d_5_b_0_-_0_G_4_q_7_E_5_e_5_b_13_C_3_j	0.423
1tff_A	_2_c_1_C_0_f_5_g_10_C_2_k_2_n_2_j_5_o_0_-_2_o_7_k_1_D_2_c_1_g_9_m_21_B_4_D	_0_c_0_-_3_l_0_-_0_D_7_k_3_n_0_-_4_n_3_g_2_o_1_f_0_-_0_-_5_g_8_j_3_D_13_E	0.427
3b8o_A	_8_B_0_m_8_k_2_e_2_h_0_-_14_i_8_F_2_I_9_c_7_l_5_o_3_c_2_c_1_C	_0_G_0_-_7_i_8_e_5_h_2_c_5_h_4_C_10_E_2_u_2_l_7_h_5_f_2_d_11_C	0.501
5thk_B	_10_j_8_B_0_m_0_-_8_k_0_-_2_e_2_h_14_i_8_F_2_I_9_c_7_l_5_o_3_c_2_c_1_C_0_f_5_g_10_C_2_k_2_n_2_j_5_o_2_o_7_k_1_D	_4_j_4_E_2_l_3_E_5_l_2_E_9_b_2_g_5_j_0_-_0_I_2_c_0_-_6_p_0_-_0_-_2_F_8_b_2_h_0_-_4_b_0_-_7_j_0_-_0_-_0_-_9_D	0.357
1yqc_A	_1_D_2_c_1_g_9_m_21_B_0_-_4_D_0_b	_0_D_2_c_0_-_0_-_3_C_6_C_4_C_10_b	0.359
1z2i_A	_10_C_2_k_2_n_2_j_5_o_2_o_7_k_0_-_1_D_2_c_0_-_1_g_9_m_21_B_0_-_4_D_0_b_11_e_0_-_0_-_1_j_5_b_0_-_0_-_12_m_15_q_12_j_2_B_1_i	_0_B_1_k_4_l_3_b_0_-_0_-_1_k_9_C_4_D_5_n_1_H_6_h_0_-_3_E_20_D_7_D_0_-_7_h_8_A_14_A_4_l_11_b_14_G_1_b_3_m_0_-_13_j_2_B_1_k	0.438
1ra0_A	_10_j_8_B_0_m_0_-_8_k_2_e_2_h_14_i_8_F_2_I_9_c_7_l_0_-_5_o_3_c_0_-_2_c_0_-_1_C_0_f_5_g_10_C_2_k_2_n_2_j_5_o_2_o_7_k_1_D_2_c_1_g_9_m_21_B_4_D	_18_j_0_-_4_m_2_H_6_k_4_F_0_-_10_i_4_A_0_-_3_b_3_m_2_E_9_j_2_b_0_D_1_d_2_k_2_C_1_f_15_e_4_B_16_j_0_-_5_j_0_-_0_-_1_e_15_C_0_-_4_f_0_-_5_C_2_D	0.369
1tah_B	_1_C_0_f_5_g_10_C_2_k_2_n_0_-_2_j_5_o_0_-_2_o_7_k_1_D_2_c_1_g_9_m_21_B_0_-_0_-_4_D_0_b_11_e_1_j_0_-_0_-_5_b_12_m	_0_C_18_f_0_-_4_C_0_-_13_l_4_E_1_j_1_b_0_F_7_j_7_k_0_-_7_h_3_i_0_-_17_C_2_G_4_F_2_E_0_-_8_c_2_k_12_c_3_A_10_b_13_l	0.449
1x2i_A	_10_j_8_B_0_m_8_k_2_e_2_h_14_i	_0_h_0_-_0_-_7_j_2_e_2_c_7_j	0.442
2dm9_A	_2_k_2_n_2_j_5_o_2_o_7_k_1_D_2_c_1_g_9_m_21_B_0_-_4_D_0_b_11_e_1_j	_0_l_2_n_0_-_0_-_0_-_0_-_3_D_2_h_1_f_0_-_4_C_8_E_5_D_0_-_0_f_1_k	0.362
5iko_A	_0_m_8_k_2_e_0_-_2_h_14_i_8_F_2_I_9_c_0_-_7_l_5_o_3_c_0_-_0_-_2_c_1_C_0_f_5_g_0_-_10_C_2_k_2_n_2_j_5_o_0_-_2_o_7_k_1_D_0_-_2_c_0_-_1_g_9_m_21_B_0_-_4_D_0_-_0_b_0_-_0_-_11_e_1_j_5_b_12_m_15_q_12_j_2_B_1_i_5_i	_7_m_10_p_6_g_0_E_2_j_9_j_0_C_0_-_5_b_2_B_0_f_1_o_4_f_2_A_5_B_0_f_4_B_2_e_6_e_1_b_0_B_15_j_2_b_2_j_2_q_8_E_4_b_1_m_8_E_7_m_5_b_0_E_4_f_0_-_5_C_11_f_3_C_4_h_1_b_1_A_4_i_4_d_2_j_11_h_5_n_0_-_2_k_0_-_2_b_1_g	0.389
3utk_A	_0_m_8_k_2_e_2_h_14_i	_0_o_8_k_11_k_4_j_1_i	0.654
1di2_A	_14_i_8_F_0_-_2_I_9_c_7_l	_0_j_5_G_2_b_1_G_2_F_2_m	0.455
6hwh_W	_2_n_2_j_5_o_2_o_7_k_1_D_2_c	_0_l_4_h_18_p_2_s_11_n_0_-_2_c	0.458
1u0s_A	_7_k_1_D_2_c_0_-_1_g_9_m_21_B	_7_k_3_E_2_d_6_G_3_h_0_-_6_F	0.588
1iuz_A	_1_D_2_c_1_g_9_m_21_B_4_D_0_-_0_b	_5_D_10_c_0_-_0_-_1_D_5_D_4_E_4_b	0.431
2hng_A	_2_h_14_i_8_F_2_I_0_-_9_c_7_l_5_o	_2_f_0_-_7_I_4_H_6_K_6_b_2_j_2_j	0.377
3shw_A	_8_B_0_m_8_k_2_e_0_-_0_-_2_h_0_-_14_i_8_F_2_I_9_c_0_-_0_-_7_l_5_o_3_c_2_c_1_C_0_f_0_-_5_g_10_C_2_k_2_n_2_j_5_o_2_o_0_-_7_k_1_D	_3_F_0_-_0_-_4_c_6_E_2_A_5_i_5_G_1_i_5_D_18_E_2_b_3_F_5_G_1_j_7_F_0_-_0_-_7_C_3_j_4_B_9_g_4_C_3_h_5_E_3_j_0_-_7_m_2_C_6_k_3_D	0.361
1kao_A	_14_i_8_F_2_I_9_c_7_l_0_-_5_o_3_c_2_c_1_C_0_f_5_g_10_C_2_k_2_n	_6_i_12_H_2_H_0_-_7_i_2_F_3_m_0_-_0_-_7_E_1_e_4_j_3_C_0_-_4_m	0.410
2a7r_D	_3_c_0_-_2_c_1_C_0_-_0_f_0_-_5_g_0_-_10_C_2_k_2_n_2_j_5_o_2_o_7_k_1_D_2_c_1_g_9_m_21_B_4_D_0_b_11_e_1_j_0_-_5_b_0_-_0_-_12_m_15_q_12_j_2_B	_0_b_0_B_9_b_4_C_6_H_8_i_1_D_5_i_2_b_2_D_3_k_5_D_6_k_4_F_0_-_2_i_3_C_9_d_0_-_5_k_0_-_3_D_0_-_0_-_5_h_4_C_1_b_17_C_4_C_4_n_0_-_4_e_3_B	0.380
2l7b_A	_0_b_11_e_1_j_5_b_12_m_0_-_15_q_12_j_2_B_1_i_5_i_0_-_2_f	_0_b_4_h_3_l_6_d_4_p_11_u_5_t_6_j_0_-_10_h_10_k_15_r_5_e	0.425
6qai_A	_1_C_0_f_5_g_10_C_2_k_2_n_2_j_5_o_2_o_7_k_1_D_2_c_1_g_9_m_21_B_4_D_0_b_11_e	_0_E_1_c_5_j_4_C_9_k_2_D_0_-_0_-_0_-_10_k_2_D_6_d_0_-_0_-_3_A_2_A_9_b_9_g	0.364
2oc5_A	_0_k_10_j_8_B_0_m_8_k_2_e_2_h_14_i_8_F_2_I_9_c_7_l_5_o_3_c_2_c	_1_j_3_j_0_-_7_m_0_-_3_d_0_-_7_k_0_-_2_y_5_e_3_n_0_-_3_d_2_c	0.399
2au5_A	_7_l_5_o_3_c_2_c_1_C_0_f_5_g_10_C_2_k_2_n	_0_j_0_-_2_g_7_d_0_-_6_f_2_f_0_-_8_n_5_n	0.435
